#{"t_start": 1514340648.9307256, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
1.0,2,5.306313
0,2,5.315332
1.0,2,5.324539
0,1,5.328315
0,2,5.336919
0,2,5.343932
0,2,5.355158
0,2,5.368462
1.0,2,5.45493
1.0,2,5.463298
1.0,2,5.475404
2.0,3,5.490152
0,2,5.498564
0,1,5.502704
0,1,5.507025
1.0,2,5.514757
1.0,2,5.524859
1.0,2,5.531664
0,1,5.535709
0,1,5.540332
0,2,5.611279
0,2,5.620967
0,1,5.625802
1.0,2,5.636751
0,2,5.646124
0,2,5.655647
1.0,2,5.664511
1.0,2,5.67277
0,2,5.681565
1.0,2,5.693757
0,2,5.768814
0,2,5.77574
0,1,5.779422
0,1,5.784246
1.0,2,5.794118
0,2,5.808042
1.0,2,5.819557
0,2,5.827055
1.0,2,5.837671
0,1,5.841944
0,2,5.85193
0,2,5.861939
0,1,5.93729
0,1,5.940859
1.0,2,5.949139
1.0,2,5.957097
0,1,5.962658
1.0,2,5.970053
0,2,5.97829
1.0,2,5.988099
0,2,5.99799
0,2,6.004917
0,1,6.010005
0,2,6.020315
0,2,6.102035
1.0,2,6.112099
1.0,2,6.1202
0,2,6.131961
0,2,6.13967
0,1,6.145127
0,2,6.153437
1.0,2,6.161748
0,1,6.165192
1.0,2,6.173915
1.0,2,6.183271
0,1,6.251864
2.0,3,6.265861
0,2,6.277304
2.0,3,6.289288
1.0,2,6.298577
0,1,6.302443
1.0,2,6.310894
1.0,2,6.31883
1.0,2,6.327219
1.0,2,6.335036
2.0,3,6.424715
0,2,6.435059
1.0,2,6.442973
0,1,6.447945
1.0,2,6.457419
1.0,2,6.464807
0,2,6.476501
1.0,2,6.488139
3.0,4,6.50507
1.0,2,6.59017
1.0,2,6.600488
0,1,6.606788
1.0,2,6.614494
2.0,3,6.63038
1.0,2,6.638821
0,1,6.642909
1.0,2,6.650024
1.0,2,6.657668
0,2,6.664835
0,2,6.762308
0,2,6.773791
0,2,6.785584
1.0,2,6.796622
3.0,4,6.819029
1.0,2,6.82903
0,1,6.832029
2.0,3,6.843229
0,2,6.850859
0,2,6.935815
1.0,2,6.945309
2.0,3,6.958823
0,2,6.967246
0,1,6.971996
0,1,6.976435
1.0,2,6.983694
1.0,2,6.991506
2.0,3,7.004365
0,2,7.011865
1.0,2,7.083532
1.0,2,7.09294
1.0,2,7.101901
0,2,7.10971
1.0,2,7.119139
1.0,2,7.127458
0,2,7.136138
0,2,7.145442
0,2,7.153421
1.0,2,7.163195
2.0,3,7.247823
0,2,7.254716
0,1,7.258533
0,2,7.266626
1.0,2,7.274916
2.0,3,7.287374
0,1,7.294075
0,2,7.303259
0,1,7.308151
1.0,2,7.31705
1.0,2,7.324946
1.0,2,7.402811
0,1,7.407211
2.0,3,7.420656
0,2,7.429007
1.0,2,7.43767
1.0,2,7.446435
0,1,7.452406
1.0,2,7.459856
0,2,7.472427
1.0,2,7.481586
0,1,7.484731
2.0,3,7.565513
1.0,2,7.575816
1.0,2,7.585425
0,2,7.594492
1.0,2,7.602789
1.0,2,7.613209
0,1,7.61778
1.0,2,7.625753
0,2,7.636748
1.0,2,7.644993
1.0,2,7.728993
0,2,7.736874
1.0,2,7.74624
1.0,2,7.753931
0,2,7.760829
1.0,2,7.770107
1.0,2,7.780786
0,2,7.789622
2.0,3,7.801659
1.0,2,7.882372
0,2,7.891842
2.0,3,7.906841
3.0,4,7.929994
1.0,2,7.940393
0,2,7.951053
1.0,2,7.960161
0,2,7.970696
1.0,2,7.979744
1.0,2,8.057641
2.0,3,8.073192
0,2,8.084353
1.0,2,8.093327
0,2,8.10211
1.0,2,8.109618
1.0,2,8.116348
1.0,2,8.126042
1.0,2,8.134873
0,2,8.219545
1.0,2,8.227909
0,2,8.237294
1.0,2,8.244367
0,2,8.254425
0,2,8.263155
1.0,2,8.276789
0,2,8.285633
1.0,2,8.294014
1.0,2,8.304057
2.0,3,8.399905
0,2,8.409596
0,2,8.420362
1.0,2,8.427504
2.0,3,8.43785
0,2,8.446038
2.0,3,8.460387
3.0,4,8.489043
3.0,4,8.582819
0,2,8.59044
1.0,2,8.597173
2.0,3,8.613045
0,2,8.621161
2.0,3,8.632689
2.0,3,8.645272
0,2,8.71579
0,2,8.722595
1.0,2,8.731198
1.0,2,8.741146
2.0,3,8.763221
4.0,5,8.787753
1.0,2,8.798246
1.0,2,8.808539
2.0,3,8.900666
3.0,4,8.918403
2.0,3,8.933767
0,2,8.941451
3.0,4,8.965562
0,2,8.974253
0,2,8.983801
1.0,2,9.073692
1.0,2,9.082346
1.0,2,9.09119
1.0,2,9.100396
0,2,9.107857
0,2,9.115742
1.0,2,9.125043
1.0,2,9.131636
1.0,2,9.140222
0,2,9.146995
2.0,3,9.234088
2.0,3,9.247564
0,2,9.25618
2.0,3,9.270015
2.0,3,9.28263
1.0,2,9.290577
0,2,9.300034
0,2,9.308569
1.0,2,9.382655
0,2,9.390623
1.0,2,9.401503
4.0,5,9.427572
0,2,9.437002
1.0,2,9.445792
1.0,2,9.455805
1.0,2,9.464345
1.0,2,9.47897
1.0,2,9.562581
1.0,2,9.572886
0,2,9.581755
3.0,4,9.599032
0,2,9.60713
2.0,3,9.619825
0,2,9.629946
3.0,4,9.711013
0,2,9.718726
1.0,2,9.727354
1.0,2,9.737076
0,2,9.746462
2.0,3,9.761743
0,2,9.773774
0,2,9.783072
1.0,2,9.790009
0,2,9.798571
0,2,9.880618
1.0,2,9.888515
0,2,9.896408
3.0,4,9.911882
0,2,9.924153
3.0,4,9.945224
0,2,9.954796
1.0,2,9.963221
1.0,2,10.049005
3.0,4,10.066759
0,2,10.074711
2.0,3,10.088096
2.0,3,10.105143
0,2,10.114451
0,2,10.123952
0,2,10.138586
1.0,2,10.228683
0,2,10.241468
3.0,4,10.265585
3.0,4,10.280122
0,2,10.288591
2.0,3,10.299624
1.0,2,10.306613
1.0,2,10.395429
0,2,10.405896
0,2,10.416615
0,2,10.422735
0,2,10.432323
0,2,10.440954
2.0,3,10.453623
1.0,2,10.462534
0,2,10.471725
0,2,10.480253
1.0,2,10.554879
0,2,10.565731
4.0,5,10.590083
0,2,10.601667
0,2,10.610846
0,2,10.622715
0,2,10.632192
3.0,4,10.726146
1.0,2,10.737914
1.0,2,10.745918
2.0,3,10.75563
0,2,10.764027
0,2,10.778001
2.0,3,10.794935
3.0,4,10.811333
1.0,2,10.900978
1.0,2,10.908073
0,2,10.916321
0,2,10.928807
0,2,10.941995
2.0,3,10.958295
3.0,4,10.974494
1.0,2,10.988621
1.0,2,10.996751
1.0,2,11.082312
4.0,5,11.101085
1.0,2,11.109157
0,2,11.118626
2.0,3,11.129591
0,2,11.138703
2.0,3,11.150096
2.0,3,11.241108
2.0,3,11.25397
0,2,11.260938
0,2,11.270167
0,2,11.280218
2.0,3,11.291125
1.0,2,11.300744
0,2,11.311134
0,2,11.319646
1.0,2,11.39273
2.0,3,11.405088
1.0,2,11.413789
5.0,6,11.436665
0,2,11.44477
0,2,11.452494
1.0,2,11.461992
2.0,3,11.545386
2.0,3,11.557569
1.0,2,11.566882
1.0,2,11.57281
0,2,11.582579
0,2,11.592616
2.0,3,11.611492
1.0,2,11.621927
1.0,2,11.630114
0,2,11.720075
0,2,11.72813
1.0,2,11.735181
1.0,2,11.743594
0,2,11.750125
1.0,2,11.75875
3.0,4,11.772346
2.0,3,11.787279
1.0,2,11.869483
1.0,2,11.876576
0,2,11.88434
4.0,5,11.903675
1.0,2,11.912738
0,2,11.920922
2.0,3,11.933551
2.0,3,11.944996
3.0,4,12.023103
2.0,3,12.035726
0,2,12.04479
2.0,3,12.058389
3.0,4,12.074417
3.0,4,12.090711
0,2,12.169729
0,2,12.175596
0,2,12.182893
4.0,5,12.207141
3.0,4,12.22605
0,2,12.237591
2.0,3,12.251059
3.0,4,12.342182
0,2,12.350849
0,2,12.358326
0,2,12.367126
1.0,2,12.382767
1.0,2,12.390574
0,2,12.396996
0,2,12.404248
1.0,2,12.411281
1.0,2,12.495562
2.0,3,12.507638
0,2,12.516075
0,2,12.525403
1.0,2,12.532929
0,2,12.541979
0,2,12.550606
2.0,3,12.563472
2.0,3,12.641473
2.0,3,12.651183
0,2,12.657993
0,2,12.67366
4.0,5,12.69939
0,2,12.70759
3.0,4,12.723432
0,2,12.810393
0,2,12.817511
0,2,12.827518
3.0,4,12.84402
0,2,12.851664
0,2,12.868834
1.0,2,12.877509
1.0,2,12.885223
0,2,12.893886
1.0,2,12.980372
2.0,3,12.992674
1.0,2,13.00113
0,2,13.009348
0,2,13.016052
2.0,3,13.025501
0,2,13.032209
1.0,2,13.041347
3.0,4,13.136295
0,2,13.143757
2.0,3,13.1555
0,2,13.162947
1.0,2,13.170512
0,2,13.180347
2.0,3,13.193881
1.0,2,13.203161
2.0,3,13.215678
1.0,2,13.289705
1.0,2,13.297468
0,2,13.304817
1.0,2,13.31078
2.0,3,13.329412
0,2,13.34025
0,2,13.349575
1.0,2,13.359094
1.0,2,13.36693
1.0,2,13.449227
3.0,4,13.463861
3.0,4,13.479071
0,2,13.487181
2.0,3,13.50248
1.0,2,13.511529
3.0,4,13.536862
3.0,4,13.641255
5.0,6,13.675418
0,2,13.684389
1.0,2,13.691444
0,2,13.699382
0,2,13.70923
3.0,4,13.813977
4.0,5,13.839147
1.0,2,13.849933
1.0,2,13.860405
0,2,13.867312
1.0,2,13.874571
0,2,13.884275
2.0,3,13.898139
1.0,2,13.988465
1.0,2,13.996864
2.0,3,14.013884
1.0,2,14.02003
1.0,2,14.029344
2.0,3,14.041914
0,2,14.049571
1.0,2,14.05751
0,2,14.065184
1.0,2,14.135859
0,2,14.141361
0,2,14.148508
2.0,3,14.16136
0,2,14.170677
1.0,2,14.18003
1.0,2,14.188211
3.0,4,14.21599
0,2,14.303885
1.0,2,14.3114
2.0,3,14.326054
1.0,2,14.335402
2.0,3,14.346546
0,2,14.352971
1.0,2,14.361993
0,2,14.368448
0,2,14.376061
1.0,2,14.4475
1.0,2,14.453963
2.0,3,14.464059
2.0,3,14.476578
2.0,3,14.491168
3.0,4,14.510261
1.0,2,14.521506
2.0,3,14.605728
0,2,14.61498
1.0,2,14.621636
4.0,5,14.646936
1.0,2,14.653948
2.0,3,14.667028
1.0,2,14.674812
1.0,2,14.683608
1.0,2,14.77358
1.0,2,14.784386
2.0,3,14.797014
1.0,2,14.807803
2.0,3,14.820273
0,2,14.829156
0,2,14.836783
1.0,2,14.845541
0,2,14.852433
0,2,14.920541
1.0,2,14.930698
2.0,3,14.946284
0,2,14.95647
0,2,14.964692
3.0,4,14.982663
4.0,5,15.006306
0,2,15.09061
2.0,3,15.103767
0,2,15.114724
0,2,15.127443
0,2,15.136443
4.0,5,15.161985
0,2,15.171647
2.0,3,15.182673
1.0,2,15.2731
0,2,15.28137
0,2,15.290293
0,2,15.298655
3.0,4,15.315841
0,2,15.328205
0,2,15.335868
1.0,2,15.342905
0,2,15.350823
0,2,15.414611
4.0,5,15.439332
0,2,15.448603
2.0,3,15.463338
1.0,2,15.473679
0,2,15.48404
0,2,15.493548
1.0,2,15.501957
0,2,15.58563
3.0,4,15.599351
0,2,15.60773
4.0,5,15.63264
4.0,5,15.656261
0,2,15.663668
0,2,15.749297
1.0,2,15.755759
0,2,15.763678
2.0,3,15.775906
3.0,4,15.790183
1.0,2,15.800894
0,2,15.810714
2.0,3,15.828691
0,2,15.912375
1.0,2,15.922369
2.0,3,15.937316
0,2,15.946151
0,2,15.954459
0,2,15.960906
1.0,2,15.968254
2.0,3,15.979753
2.0,3,16.057081
2.0,3,16.06899
0,2,16.07776
2.0,3,16.090976
0,2,16.099185
2.0,3,16.118886
2.0,3,16.133038
3.0,4,16.216492
3.0,4,16.229868
2.0,3,16.24026
1.0,2,16.248667
0,2,16.25554
1.0,2,16.267287
0,2,16.283663
0,2,16.292409
1.0,2,16.300499
0,2,16.384058
1.0,2,16.392934
2.0,3,16.404234
3.0,4,16.420048
0,2,16.427482
0,2,16.435661
1.0,2,16.444337
0,2,16.454978
1.0,2,16.526615
2.0,3,16.53599
1.0,2,16.552341
3.0,4,16.572732
0,2,16.582008
2.0,3,16.593923
1.0,2,16.601043
0,2,16.610787
4.0,5,16.70428
0,2,16.712898
2.0,3,16.725858
0,2,16.732792
0,2,16.739808
2.0,3,16.756137
1.0,2,16.764827
1.0,2,16.774406
2.0,3,16.865762
3.0,4,16.882117
1.0,2,16.891247
3.0,4,16.905492
3.0,4,16.921904
2.0,3,16.932731
0,2,17.006205
0,2,17.014086
3.0,4,17.030457
1.0,2,17.041233
3.0,4,17.0617
2.0,3,17.074671
0,2,17.083047
0,2,17.16201
1.0,2,17.168394
1.0,2,17.174662
0,2,17.188656
2.0,3,17.202261
0,2,17.209003
2.0,3,17.223201
4.0,5,17.245951
0,2,17.331481
2.0,3,17.342534
1.0,2,17.354216
2.0,3,17.36909
2.0,3,17.390353
0,2,17.400964
0,2,17.407827
0,2,17.419962
3.0,4,17.504088
3.0,4,17.522697
0,2,17.530848
0,2,17.541181
5.0,6,17.56863
2.0,3,17.580417
0,2,17.660201
1.0,2,17.667484
1.0,2,17.675905
0,2,17.684157
2.0,3,17.699159
1.0,2,17.711287
0,2,17.719131
3.0,4,17.739829
4.0,5,17.836177
0,2,17.843565
0,2,17.851757
1.0,2,17.859815
2.0,3,17.87089
1.0,2,17.880032
1.0,2,17.888232
3.0,4,17.991001
0,2,17.999258
1.0,2,18.008481
1.0,2,18.018534
1.0,2,18.025473
3.0,4,18.041234
0,2,18.049989
1.0,2,18.055278
2.0,3,18.067162
3.0,4,18.145022
2.0,3,18.158858
1.0,2,18.168413
0,2,18.177023
0,2,18.188109
3.0,4,18.203744
0,2,18.212966
2.0,3,18.299303
1.0,2,18.307014
0,2,18.314028
0,2,18.320807
1.0,2,18.332482
0,2,18.340931
0,2,18.35043
3.0,4,18.367888
0,2,18.374167
2.0,3,18.462335
3.0,4,18.478485
0,2,18.48621
1.0,2,18.493099
4.0,5,18.514099
3.0,4,18.534129
6.0,7,18.653697
2.0,3,18.66642
0,2,18.676234
3.0,4,18.694468
0,2,18.702018
1.0,2,18.710808
0,2,18.78239
3.0,4,18.802353
2.0,3,18.815923
4.0,5,18.837191
1.0,2,18.846142
0,2,18.853893
0,2,18.863435
0,2,18.945591
1.0,2,18.952959
0,2,18.962125
1.0,2,18.969352
3.0,4,18.994359
4.0,5,19.014789
1.0,2,19.024343
0,2,19.110819
2.0,3,19.121288
0,2,19.131048
0,2,19.141016
3.0,4,19.158162
0,2,19.168164
0,2,19.176522
0,2,19.185075
3.0,4,19.271202
2.0,3,19.283898
1.0,2,19.293468
1.0,2,19.301701
1.0,2,19.310651
2.0,3,19.327307
0,2,19.336663
0,2,19.348614
0,2,19.358091
1.0,2,19.441981
0,2,19.448565
1.0,2,19.455957
4.0,5,19.473791
0,2,19.482917
1.0,2,19.492065
1.0,2,19.500278
1.0,2,19.519481
1.0,2,19.606066
0,2,19.614515
3.0,4,19.630591
0,2,19.63929
0,2,19.649985
1.0,2,19.658137
0,2,19.665913
0,2,19.674508
0,2,19.68374
0,2,19.766989
4.0,5,19.786538
0,2,19.797261
4.0,5,19.819236
3.0,4,19.841979
2.0,3,19.854272
3.0,4,19.941452
1.0,2,19.949849
2.0,3,19.961145
0,2,19.969981
3.0,4,19.985129
3.0,4,20.004167
0,2,20.080197
0,2,20.088145
1.0,2,20.096378
1.0,2,20.107875
2.0,3,20.121146
0,2,20.130342
3.0,4,20.145844
5.0,6,20.246875
0,2,20.254335
0,2,20.264225
0,2,20.271603
0,2,20.279265
2.0,3,20.289329
1.0,2,20.302963
1.0,2,20.3119
0,2,20.321674
1.0,2,20.412441
1.0,2,20.421495
0,2,20.43186
0,2,20.441253
1.0,2,20.448723
3.0,4,20.466645
0,2,20.473847
2.0,3,20.485518
1.0,2,20.492691
1.0,2,20.567223
2.0,3,20.582061
0,2,20.592761
0,2,20.603214
1.0,2,20.61249
1.0,2,20.621925
2.0,3,20.63394
1.0,2,20.642018
0,2,20.650408
3.0,4,20.727198
4.0,5,20.753648
2.0,3,20.769482
0,2,20.77798
1.0,2,20.785436
0,2,20.792731
1.0,2,20.801285
2.0,3,20.886034
0,2,20.893323
1.0,2,20.900838
1.0,2,20.907613
0,2,20.915877
0,2,20.925854
1.0,2,20.934002
0,2,20.948708
1.0,2,20.956738
2.0,3,21.042206
0,2,21.04941
1.0,2,21.055508
0,2,21.064302
1.0,2,21.071191
3.0,4,21.087564
3.0,4,21.102572
1.0,2,21.10995
1.0,2,21.186181
1.0,2,21.19399
0,2,21.204114
3.0,4,21.221804
2.0,3,21.238027
3.0,4,21.254125
0,2,21.263148
0,2,21.341007
0,2,21.348204
1.0,2,21.355175
3.0,4,21.369787
1.0,2,21.377416
0,2,21.384185
1.0,2,21.39423
1.0,2,21.404973
0,2,21.415595
3.0,4,21.507895
0,2,21.516261
3.0,4,21.532366
2.0,3,21.544474
1.0,2,21.553185
0,2,21.559833
3.0,4,21.573055
2.0,3,21.645666
2.0,3,21.66107
0,2,21.668958
0,2,21.678713
2.0,3,21.692775
2.0,3,21.705453
0,2,21.712456
1.0,2,21.721057
1.0,2,21.800101
3.0,4,21.815815
0,2,21.824102
0,2,21.836203
2.0,3,21.849017
1.0,2,21.858017
1.0,2,21.865557
1.0,2,21.874542
2.0,3,21.967648
2.0,3,21.983446
3.0,4,21.997365
5.0,6,22.023242
0,2,22.031752
5.0,6,22.135573
5.0,6,22.163996
2.0,3,22.177873
2.0,3,22.189509
2.0,3,22.200813
3.0,4,22.282103
2.0,3,22.295194
0,2,22.303339
0,2,22.312138
0,2,22.320086
2.0,3,22.332354
0,2,22.340715
4.0,5,22.44382
0,2,22.451273
0,2,22.460382
2.0,3,22.47274
3.0,4,22.487903
3.0,4,22.502813
2.0,3,22.517283
0,2,22.612155
3.0,4,22.625746
1.0,2,22.6338
1.0,2,22.642428
2.0,3,22.65473
1.0,2,22.662208
1.0,2,22.670686
0,2,22.677308
0,2,22.684759
0,2,22.760323
2.0,3,22.773043
4.0,5,22.795119
0,2,22.803705
1.0,2,22.811696
1.0,2,22.82132
0,2,22.829525
1.0,2,22.838499
2.0,3,22.929755
1.0,2,22.939557
0,2,22.949037
1.0,2,22.958277
1.0,2,22.968725
0,2,22.977272
2.0,3,22.990509
0,2,23.003671
3.0,4,23.099373
2.0,3,23.113728
2.0,3,23.126302
2.0,3,23.138562
0,2,23.147392
3.0,4,23.164399
1.0,2,23.171282
3.0,4,23.247843
0,2,23.256045
0,2,23.265147
1.0,2,23.275326
3.0,4,23.294916
0,2,23.303286
0,2,23.315109
2.0,3,23.329384
1.0,2,23.411472
2.0,3,23.422326
3.0,4,23.437427
0,2,23.448447
0,2,23.456257
2.0,3,23.469672
2.0,3,23.480755
0,2,23.560648
0,2,23.569987
2.0,3,23.582169
2.0,3,23.594012
0,2,23.601531
1.0,2,23.608965
0,2,23.616743
3.0,4,23.63403
1.0,2,23.706713
2.0,3,23.717192
0,2,23.729623
0,2,23.741113
1.0,2,23.752923
1.0,2,23.762016
2.0,3,23.772711
0,2,23.781458
2.0,3,23.794069
1.0,2,23.873119
1.0,2,23.880091
0,2,23.88703
1.0,2,23.895579
2.0,3,23.909445
1.0,2,23.918624
1.0,2,23.926359
0,2,23.93359
0,2,23.939694
0,2,24.015088
1.0,2,24.022707
2.0,3,24.033195
3.0,4,24.051739
0,2,24.060442
1.0,2,24.068143
0,2,24.075875
0,2,24.086259
1.0,2,24.09702
2.0,3,24.18818
0,2,24.195577
3.0,4,24.212867
1.0,2,24.219253
0,2,24.225905
3.0,4,24.250019
0,2,24.258374
2.0,3,24.349583
1.0,2,24.360276
4.0,5,24.380802
1.0,2,24.388711
1.0,2,24.39572
0,2,24.402359
1.0,2,24.412883
1.0,2,24.423157
3.0,4,24.520074
2.0,3,24.533993
1.0,2,24.540964
1.0,2,24.547311
3.0,4,24.564697
2.0,3,24.574622
1.0,2,24.582511
1.0,2,24.655184
0,2,24.66464
1.0,2,24.6733
1.0,2,24.680444
3.0,4,24.701483
1.0,2,24.708951
0,2,24.717175
2.0,3,24.729857
2.0,3,24.811534
2.0,3,24.821949
0,2,24.829226
2.0,3,24.841501
2.0,3,24.852327
1.0,2,24.86075
1.0,2,24.869301
0,2,24.877994
0,2,24.884588
0,2,24.959951
1.0,2,24.968357
4.0,5,24.988981
1.0,2,24.997021
1.0,2,25.005998
2.0,3,25.019421
1.0,2,25.027158
3.0,4,25.109195
0,2,25.114493
0,2,25.120914
0,2,25.128373
0,2,25.138161
0,2,25.148077
1.0,2,25.156794
0,2,25.164365
1.0,2,25.17307
2.0,3,25.262998
1.0,2,25.270033
1.0,2,25.27813
5.0,6,25.300015
1.0,2,25.308869
0,2,25.315956
2.0,3,25.328041
2.0,3,25.420553
1.0,2,25.427375
2.0,3,25.438456
1.0,2,25.447267
3.0,4,25.461715
3.0,4,25.481282
4.0,5,25.56792
2.0,3,25.578407
4.0,5,25.604456
0,2,25.617513
1.0,2,25.629026
0,2,25.638486
3.0,4,25.654548
3.0,4,25.743269
1.0,2,25.750325
1.0,2,25.757363
3.0,4,25.772327
4.0,5,25.78915
4.0,5,25.888832
1.0,2,25.896757
4.0,5,25.91932
1.0,2,25.92975
0,2,25.937995
0,2,25.946004
1.0,2,25.95473
1.0,2,25.96228
2.0,3,26.03392
3.0,4,26.047351
1.0,2,26.061158
0,2,26.074256
5.0,6,26.101376
2.0,3,26.115286
3.0,4,26.205469
1.0,2,26.212872
1.0,2,26.218752
3.0,4,26.233311
0,2,26.242772
0,2,26.251573
0,2,26.259513
1.0,2,26.267523
4.0,5,26.356657
0,2,26.363493
0,2,26.372806
0,2,26.3814
2.0,3,26.39642
0,2,26.406228
1.0,2,26.413988
4.0,5,26.508461
1.0,2,26.515236
2.0,3,26.532022
0,2,26.539698
2.0,3,26.551704
2.0,3,26.563165
0,2,26.571176
4.0,5,26.664724
3.0,4,26.677578
2.0,3,26.688919
1.0,2,26.69551
0,2,26.703393
3.0,4,26.721956
0,2,26.73125
3.0,4,26.822002
3.0,4,26.837883
2.0,3,26.851132
2.0,3,26.863151
1.0,2,26.871951
0,2,26.880531
3.0,4,26.893528
1.0,2,26.963104
2.0,3,26.977127
2.0,3,26.994235
2.0,3,27.004885
2.0,3,27.016733
0,2,27.023032
2.0,3,27.034421
2.0,3,27.116007
0,2,27.122315
0,2,27.128211
0,2,27.134642
2.0,3,27.146054
3.0,4,27.170964
0,2,27.179125
2.0,3,27.194746
3.0,4,27.285285
1.0,2,27.295235
1.0,2,27.303246
4.0,5,27.330672
0,2,27.342021
0,2,27.349513
2.0,3,27.362585
1.0,2,27.429602
1.0,2,27.441961
3.0,4,27.462383
2.0,3,27.473936
2.0,3,27.486757
1.0,2,27.495802
0,2,27.504286
4.0,5,27.59544
2.0,3,27.60565
3.0,4,27.624511
1.0,2,27.63208
1.0,2,27.644575
1.0,2,27.655231
1.0,2,27.665794
1.0,2,27.67615
0,2,27.760747
2.0,3,27.770933
2.0,3,27.783292
1.0,2,27.791654
0,2,27.798973
0,2,27.806524
2.0,3,27.818818
1.0,2,27.82637
