#{"t_start": 1514340648.8891916, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
1.0,2,10.478937
2.0,3,10.489206
0,2,10.497866
0,2,10.507974
2.0,3,10.521432
0,2,10.595922
0,2,10.606472
1.0,2,10.615714
1.0,2,10.627902
2.0,3,10.642761
0,2,10.65174
0,2,10.662747
5.0,6,10.766907
1.0,2,10.778371
1.0,2,10.786403
0,2,10.792614
0,2,10.801843
2.0,3,10.819408
2.0,3,10.832687
0,2,10.843475
2.0,3,10.855805
1.0,2,10.945632
1.0,2,10.9533
2.0,3,10.969858
3.0,4,10.992269
0,2,11.002607
2.0,3,11.015566
0,2,11.0284
0,2,11.037811
3.0,4,11.129997
3.0,4,11.14604
0,2,11.153441
0,2,11.162655
2.0,3,11.176632
1.0,2,11.183835
1.0,2,11.190207
2.0,3,11.282024
1.0,2,11.290091
0,2,11.298513
1.0,2,11.306355
2.0,3,11.32005
2.0,3,11.332322
0,2,11.340822
2.0,3,11.356119
3.0,4,11.437095
0,2,11.445583
4.0,5,11.465514
2.0,3,11.47812
3.0,4,11.495087
1.0,2,11.502551
1.0,2,11.583135
3.0,4,11.596982
1.0,2,11.606602
1.0,2,11.614037
2.0,3,11.626873
2.0,3,11.648536
1.0,2,11.65733
2.0,3,11.671037
1.0,2,11.761714
4.0,5,11.780152
2.0,3,11.792189
0,2,11.799922
5.0,6,11.822334
0,2,11.832663
1.0,2,11.913562
0,2,11.921926
1.0,2,11.930332
1.0,2,11.937304
0,2,11.945152
1.0,2,11.954028
2.0,3,11.965277
1.0,2,11.974791
0,2,11.982113
0,2,12.047619
0,2,12.058967
2.0,3,12.072342
1.0,2,12.080621
0,2,12.090695
0,2,12.099219
0,2,12.107137
1.0,2,12.115595
1.0,2,12.124085
0,2,12.131641
3.0,4,12.21693
2.0,3,12.228284
5.0,6,12.256937
1.0,2,12.267115
1.0,2,12.278603
0,2,12.287542
0,2,12.372447
5.0,6,12.395733
1.0,2,12.405204
3.0,4,12.428292
3.0,4,12.441649
2.0,3,12.452467
0,2,12.536652
0,2,12.544576
3.0,4,12.561822
0,2,12.56965
1.0,2,12.578141
1.0,2,12.586214
1.0,2,12.59634
0,2,12.604545
0,2,12.611644
1.0,2,12.685729
2.0,3,12.695951
3.0,4,12.72012
0,2,12.729785
1.0,2,12.738666
0,2,12.74852
2.0,3,12.760423
0,2,12.769373
4.0,5,12.868604
0,2,12.876707
1.0,2,12.884384
0,2,12.892893
0,2,12.907613
2.0,3,12.92192
1.0,2,12.929628
3.0,4,13.025777
1.0,2,13.033623
0,2,13.042085
0,2,13.050349
3.0,4,13.063165
0,2,13.069522
1.0,2,13.076363
0,2,13.088397
4.0,5,13.184243
1.0,2,13.191847
1.0,2,13.200118
0,2,13.207894
4.0,5,13.231672
1.0,2,13.240415
0,2,13.248332
3.0,4,13.329898
3.0,4,13.345355
1.0,2,13.351949
0,2,13.365276
0,2,13.375141
0,2,13.386132
2.0,3,13.399517
1.0,2,13.40787
0,2,13.489997
2.0,3,13.500473
1.0,2,13.510449
0,2,13.516531
1.0,2,13.523494
0,2,13.532831
2.0,3,13.548368
1.0,2,13.557909
0,2,13.57149
0,2,13.665138
0,2,13.675759
2.0,3,13.695594
1.0,2,13.706608
1.0,2,13.715652
1.0,2,13.724139
2.0,3,13.737511
3.0,4,13.753971
4.0,5,13.864931
1.0,2,13.874534
1.0,2,13.886202
2.0,3,13.900595
2.0,3,13.912724
2.0,3,13.924788
0,2,13.932775
0,2,14.025203
1.0,2,14.032774
0,2,14.042721
1.0,2,14.053581
2.0,3,14.065979
0,2,14.073665
0,2,14.082797
0,2,14.089861
3.0,4,14.105178
0,2,14.176327
0,2,14.182449
0,2,14.18963
0,2,14.197624
0,2,14.207299
1.0,2,14.216714
0,2,14.22455
1.0,2,14.243609
2.0,3,14.25579
3.0,4,14.351955
0,2,14.362286
0,2,14.372139
1.0,2,14.380225
0,2,14.386849
2.0,3,14.398301
0,2,14.406362
0,2,14.413888
2.0,3,14.488587
0,2,14.495079
1.0,2,14.502209
2.0,3,14.513251
2.0,3,14.526797
1.0,2,14.536647
3.0,4,14.556662
0,2,14.566556
3.0,4,14.655173
1.0,2,14.662776
1.0,2,14.672462
1.0,2,14.682724
2.0,3,14.694762
3.0,4,14.711015
2.0,3,14.724636
3.0,4,14.824955
2.0,3,14.837612
0,2,14.847904
2.0,3,14.860503
2.0,3,14.87373
2.0,3,14.886751
0,2,14.893568
2.0,3,14.966769
2.0,3,14.982808
0,2,14.991394
1.0,2,15.001194
2.0,3,15.014129
2.0,3,15.027718
0,2,15.037099
3.0,4,15.132044
3.0,4,15.150832
2.0,3,15.168505
2.0,3,15.182841
0,2,15.1927
0,2,15.202909
3.0,4,15.219723
1.0,2,15.310116
0,2,15.31779
0,2,15.325598
0,2,15.335303
1.0,2,15.344627
0,2,15.353455
2.0,3,15.367446
0,2,15.375572
1.0,2,15.383095
0,2,15.391096
0,2,15.455108
0,2,15.464444
1.0,2,15.474918
2.0,3,15.489685
0,2,15.497852
0,2,15.508828
1.0,2,15.520264
2.0,3,15.533751
2.0,3,15.622523
3.0,4,15.635764
1.0,2,15.644755
0,2,15.652579
0,2,15.664294
1.0,2,15.673468
1.0,2,15.684859
0,2,15.693298
4.0,5,15.789294
0,2,15.796193
1.0,2,15.804731
1.0,2,15.812158
0,2,15.82021
0,2,15.827937
0,2,15.835901
4.0,5,15.861422
5.0,6,15.967813
0,2,15.97839
1.0,2,15.986023
1.0,2,15.994992
3.0,4,16.009317
1.0,2,16.016281
0,2,16.024852
0,2,16.098102
0,2,16.105333
0,2,16.113093
2.0,3,16.127465
2.0,3,16.140538
0,2,16.153706
0,2,16.163224
1.0,2,16.172776
3.0,4,16.25753
1.0,2,16.26431
1.0,2,16.271008
2.0,3,16.281498
0,2,16.288951
2.0,3,16.300826
0,2,16.317252
3.0,4,16.33855
1.0,2,16.421404
1.0,2,16.429589
1.0,2,16.43703
2.0,3,16.448312
2.0,3,16.461178
1.0,2,16.467871
1.0,2,16.47678
0,2,16.485428
0,2,16.495927
2.0,3,16.570287
1.0,2,16.576895
0,2,16.592415
1.0,2,16.604902
1.0,2,16.613102
0,2,16.622705
3.0,4,16.63834
2.0,3,16.652879
0,2,16.735209
1.0,2,16.742461
3.0,4,16.75812
0,2,16.766834
1.0,2,16.773921
1.0,2,16.78096
1.0,2,16.793031
0,2,16.800937
1.0,2,16.812703
4.0,5,16.910201
0,2,16.919589
2.0,3,16.931881
2.0,3,16.942986
0,2,16.950043
2.0,3,16.962052
1.0,2,16.970258
4.0,5,17.055232
0,2,17.063762
1.0,2,17.072401
0,2,17.082243
0,2,17.091117
1.0,2,17.100476
0,2,17.111435
0,2,17.119621
0,2,17.12844
1.0,2,17.206783
0,2,17.212393
1.0,2,17.218477
0,2,17.234915
2.0,3,17.246334
2.0,3,17.260936
2.0,3,17.274103
5.0,6,17.376558
1.0,2,17.383685
2.0,3,17.39957
4.0,5,17.430152
4.0,5,17.455335
0,2,17.465287
0,2,17.540895
0,2,17.553098
1.0,2,17.56017
2.0,3,17.571894
0,2,17.582209
0,2,17.591582
1.0,2,17.601697
4.0,5,17.621335
2.0,3,17.70467
0,2,17.711963
0,2,17.721498
2.0,3,17.735132
2.0,3,17.750894
0,2,17.759244
1.0,2,17.770347
2.0,3,17.786847
0,2,17.867857
1.0,2,17.87768
0,2,17.884771
2.0,3,17.89636
2.0,3,17.908766
1.0,2,17.917202
1.0,2,17.925286
1.0,2,17.934865
6.0,7,18.050415
1.0,2,18.060225
1.0,2,18.066737
0,2,18.073889
0,2,18.082422
0,2,18.090899
4.0,5,18.108097
3.0,4,18.185379
0,2,18.195925
1.0,2,18.204746
4.0,5,18.228116
0,2,18.236322
1.0,2,18.244736
0,2,18.253237
1.0,2,18.336817
1.0,2,18.344322
0,2,18.35125
0,2,18.358119
2.0,3,18.373379
0,2,18.382103
0,2,18.391572
1.0,2,18.400755
0,2,18.408129
0,2,18.415137
1.0,2,18.497437
1.0,2,18.508904
0,2,18.516179
2.0,3,18.527174
0,2,18.53432
0,2,18.542041
5.0,6,18.566826
0,2,18.662663
0,2,18.672252
0,2,18.68476
1.0,2,18.694646
4.0,5,18.717451
1.0,2,18.726756
2.0,3,18.738802
0,2,18.747746
0,2,18.817615
1.0,2,18.828007
1.0,2,18.840032
0,2,18.84758
0,2,18.856433
0,2,18.864708
0,2,18.873555
0,2,18.882135
0,2,18.890859
0,2,18.89881
2.0,3,18.985993
1.0,2,18.994111
2.0,3,19.00667
2.0,3,19.022068
0,2,19.033193
0,2,19.042756
4.0,5,19.065186
2.0,3,19.155568
0,2,19.1628
3.0,4,19.180697
1.0,2,19.19247
0,2,19.19925
3.0,4,19.217773
1.0,2,19.225198
1.0,2,19.231803
0,2,19.312642
5.0,6,19.337778
2.0,3,19.351784
2.0,3,19.367082
3.0,4,19.387262
1.0,2,19.398923
0,2,19.482518
1.0,2,19.490906
3.0,4,19.503978
3.0,4,19.519421
1.0,2,19.528764
1.0,2,19.537315
0,2,19.547073
2.0,3,19.646675
1.0,2,19.654101
0,2,19.661742
0,2,19.670402
1.0,2,19.679687
2.0,3,19.693746
3.0,4,19.711583
0,2,19.718546
3.0,4,19.811418
2.0,3,19.823644
0,2,19.832544
2.0,3,19.846522
2.0,3,19.86162
2.0,3,19.876334
2.0,3,19.890869
6.0,7,19.990915
2.0,3,20.002132
1.0,2,20.010677
0,2,20.019217
2.0,3,20.031655
0,2,20.040432
1.0,2,20.049195
1.0,2,20.124804
1.0,2,20.132
1.0,2,20.143075
1.0,2,20.152455
5.0,6,20.179626
0,2,20.186997
2.0,3,20.198557
2.0,3,20.287762
3.0,4,20.303552
1.0,2,20.312826
0,2,20.320274
2.0,3,20.330539
3.0,4,20.353041
0,2,20.362849
2.0,3,20.457856
1.0,2,20.467585
0,2,20.476987
0,2,20.4864
0,2,20.494074
1.0,2,20.503243
0,2,20.51055
4.0,5,20.530491
4.0,5,20.617045
1.0,2,20.628675
3.0,4,20.648016
1.0,2,20.658159
4.0,5,20.678344
0,2,20.685988
2.0,3,20.761585
2.0,3,20.771476
1.0,2,20.778978
0,2,20.794669
0,2,20.805518
4.0,5,20.826647
0,2,20.833894
0,2,20.842434
3.0,4,20.931113
2.0,3,20.942035
0,2,20.948688
0,2,20.955769
2.0,3,20.971091
3.0,4,20.994685
1.0,2,21.001014
2.0,3,21.08699
6.0,7,21.112465
3.0,4,21.128761
0,2,21.135025
4.0,5,21.223788
3.0,4,21.239418
1.0,2,21.248919
0,2,21.256767
1.0,2,21.266881
1.0,2,21.277826
1.0,2,21.287697
2.0,3,21.300117
2.0,3,21.382173
0,2,21.389181
0,2,21.396139
2.0,3,21.406039
2.0,3,21.417509
2.0,3,21.429334
1.0,2,21.441706
0,2,21.450234
0,2,21.460443
0,2,21.544802
0,2,21.552524
1.0,2,21.560885
0,2,21.567645
2.0,3,21.580661
1.0,2,21.58946
4.0,5,21.60821
2.0,3,21.674923
1.0,2,21.686687
1.0,2,21.697317
0,2,21.706465
1.0,2,21.715929
4.0,5,21.737275
1.0,2,21.746069
4.0,5,21.836531
0,2,21.843913
0,2,21.85252
2.0,3,21.865043
0,2,21.877181
1.0,2,21.884882
1.0,2,21.893473
0,2,21.902175
0,2,21.910846
1.0,2,21.919332
2.0,3,22.013239
1.0,2,22.025021
0,2,22.031064
1.0,2,22.037593
1.0,2,22.044859
0,2,22.053054
0,2,22.063807
4.0,5,22.089452
0,2,22.172491
0,2,22.18159
0,2,22.189991
2.0,3,22.204907
2.0,3,22.218223
1.0,2,22.22607
0,2,22.233767
0,2,22.241916
1.0,2,22.25306
4.0,5,22.336032
3.0,4,22.352298
1.0,2,22.360978
4.0,5,22.382236
1.0,2,22.392676
4.0,5,22.492475
0,2,22.501595
4.0,5,22.520607
4.0,5,22.540868
4.0,5,22.566332
1.0,2,22.655926
1.0,2,22.662558
0,2,22.671208
3.0,4,22.687863
1.0,2,22.695095
1.0,2,22.703416
0,2,22.71082
3.0,4,22.726015
1.0,2,22.800785
0,2,22.81009
4.0,5,22.83132
6.0,7,22.861147
3.0,4,22.87841
2.0,3,22.970757
0,2,22.980814
3.0,4,22.998386
1.0,2,23.009469
3.0,4,23.026015
4.0,5,23.055718
0,2,23.140461
0,2,23.148636
0,2,23.159047
0,2,23.166783
2.0,3,23.179211
4.0,5,23.200909
1.0,2,23.208877
1.0,2,23.215987
3.0,4,23.293025
1.0,2,23.301818
2.0,3,23.3145
0,2,23.326753
1.0,2,23.335738
1.0,2,23.344473
2.0,3,23.359994
2.0,3,23.448592
2.0,3,23.459665
0,2,23.4675
2.0,3,23.478596
0,2,23.488671
0,2,23.497294
0,2,23.506219
2.0,3,23.517016
1.0,2,23.524758
0,2,23.60679
2.0,3,23.618124
2.0,3,23.63055
0,2,23.638421
0,2,23.645936
4.0,5,23.665965
0,2,23.675159
1.0,2,23.746986
4.0,5,23.769663
1.0,2,23.7817
0,2,23.792905
2.0,3,23.806656
1.0,2,23.81333
2.0,3,23.826111
0,2,23.835927
2.0,3,23.917906
0,2,23.924264
1.0,2,23.931428
1.0,2,23.940398
4.0,5,23.963504
1.0,2,23.970628
4.0,5,24.056103
0,2,24.062912
0,2,24.07031
0,2,24.077951
0,2,24.087425
1.0,2,24.096805
1.0,2,24.104867
4.0,5,24.126699
3.0,4,24.224853
0,2,24.233581
3.0,4,24.247534
2.0,3,24.259816
2.0,3,24.277263
1.0,2,24.287126
0,2,24.294355
2.0,3,24.387573
0,2,24.395419
1.0,2,24.405479
4.0,5,24.42572
2.0,3,24.436756
0,2,24.443427
4.0,5,24.47165
0,2,24.557343
1.0,2,24.565179
2.0,3,24.577927
4.0,5,24.596822
1.0,2,24.60589
0,2,24.612664
3.0,4,24.62699
0,2,24.70119
0,2,24.709438
1.0,2,24.717645
1.0,2,24.727434
1.0,2,24.737546
0,2,24.746267
0,2,24.75381
0,2,24.763175
0,2,24.770609
0,2,24.77853
2.0,3,24.858909
1.0,2,24.865999
1.0,2,24.874707
0,2,24.88253
1.0,2,24.889505
0,2,24.897346
0,2,24.905797
3.0,4,24.92189
1.0,2,24.996917
1.0,2,25.004492
0,2,25.013722
0,2,25.021818
0,2,25.030064
3.0,4,25.0474
0,2,25.054786
0,2,25.06413
2.0,3,25.07586
1.0,2,25.150423
2.0,3,25.158758
0,2,25.165061
0,2,25.173357
5.0,6,25.202199
1.0,2,25.211321
0,2,25.219285
3.0,4,25.310957
2.0,3,25.323306
1.0,2,25.330832
5.0,6,25.352945
2.0,3,25.365414
2.0,3,25.379894
1.0,2,25.464672
1.0,2,25.47151
3.0,4,25.486809
0,2,25.494613
0,2,25.502657
2.0,3,25.519052
5.0,6,25.609115
0,2,25.616285
2.0,3,25.629992
1.0,3,25.645531
6.0,7,25.682924
0,2,25.690572
4.0,5,25.78349
1.0,2,25.790214
3.0,4,25.806107
2.0,3,25.8165
3.0,4,25.830455
0,2,25.837644
0,2,25.845486
3.0,4,25.941087
0,2,25.950701
0,2,25.960166
2.0,3,25.974293
1.0,2,25.982685
2.0,3,25.994491
1.0,2,26.003292
3.0,4,26.078678
1.0,2,26.084478
4.0,5,26.11473
4.0,5,26.136471
1.0,2,26.145809
0,2,26.156021
2.0,3,26.243316
0,2,26.250401
3.0,4,26.263392
2.0,3,26.274209
1.0,2,26.284064
1.0,2,26.292647
0,2,26.299306
1.0,2,26.307775
0,2,26.316141
0,2,26.394238
1.0,2,26.400495
1.0,2,26.409122
4.0,5,26.431679
2.0,3,26.445676
2.0,3,26.45883
2.0,3,26.47205
2.0,3,26.556292
2.0,3,26.572088
1.0,2,26.580799
1.0,2,26.588171
0,2,26.596233
1.0,2,26.604159
3.0,4,26.620351
1.0,2,26.627659
0,2,26.709645
1.0,2,26.714918
3.0,4,26.730005
3.0,4,26.744595
0,2,26.752827
0,2,26.763186
0,2,26.772289
4.0,5,26.866169
1.0,2,26.873327
0,2,26.883601
1.0,3,26.895741
2.0,3,26.90746
4.0,5,26.928406
4.0,5,27.007533
2.0,3,27.022206
3.0,4,27.042261
1.0,2,27.050196
0,2,27.057831
4.0,5,27.075532
5.0,6,27.166445
0,2,27.172389
2.0,3,27.183119
1.0,2,27.191222
1.0,2,27.206554
1.0,2,27.216234
2.0,3,27.230001
3.0,4,27.322866
1.0,2,27.330809
0,2,27.339484
3.0,4,27.35854
0,2,27.371712
1.0,2,27.382941
0,2,27.390342
1.0,2,27.399202
0,2,27.467266
0,2,27.473692
0,2,27.487457
4.0,5,27.510734
2.0,3,27.524106
1.0,2,27.53158
0,2,27.540829
4.0,5,27.633668
1.0,2,27.640378
1.0,2,27.646857
0,2,27.655794
0,2,27.664634
0,2,27.673302
3.0,4,27.695755
3.0,4,27.71652
3.0,4,27.807828
2.0,3,27.820201
2.0,3,27.832708
1.0,2,27.840101
0,2,27.847474
2.0,3,27.859959
0,2,27.867697
5.0,6,27.947103
2.0,3,27.958777
0,2,27.967134
3.0,4,27.982565
5.0,6,28.006346
2.0,3,28.09246
2.0,3,28.104455
2.0,3,28.117537
0,2,28.126466
3.0,4,28.141707
2.0,3,28.154505
0,2,28.163853
2.0,3,28.239275
0,2,28.247726
4.0,5,28.269809
4.0,5,28.290548
2.0,3,28.30443
