#{"t_start": 1514340648.9171453, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
0,1,3.985502
1.0,2,3.994128
1.0,2,4.0041
1.0,2,4.015566
1.0,2,4.023519
0,1,4.028063
0,1,4.0317
1.0,2,4.041087
1.0,2,4.048368
0,1,4.053123
0,2,4.133812
0,2,4.143556
0,1,4.146617
0,1,4.152035
0,2,4.163125
1.0,2,4.172494
0,2,4.183498
2.0,3,4.195714
0,2,4.206696
1.0,2,4.215619
2.0,3,4.301271
0,2,4.311442
0,1,4.31561
0,1,4.320878
0,2,4.332563
1.0,2,4.340886
0,2,4.349352
2.0,3,4.364
0,1,4.369807
0,2,4.378159
0,2,4.386874
0,2,4.460124
0,2,4.467649
0,2,4.476768
0,1,4.482308
0,2,4.491089
0,1,4.495574
1.0,2,4.505245
1.0,2,4.51187
1.0,2,4.518685
0,1,4.522715
1.0,2,4.531854
0,1,4.536335
0,1,4.627211
0,1,4.631319
1.0,2,4.639577
0,2,4.653542
0,1,4.65656
0,2,4.66718
1.0,2,4.677722
1.0,2,4.687692
0,2,4.696556
0,2,4.70426
1.0,2,4.710718
0,2,4.790919
0,1,4.795563
0,1,4.802716
0,1,4.806713
0,2,4.815384
0,1,4.821627
0,2,4.829879
0,2,4.840676
1.0,2,4.84834
0,2,4.859558
0,1,4.864537
0,1,4.868952
0,1,4.871751
1.0,2,4.880945
0,2,4.95752
0,1,4.961502
1.0,2,4.971286
0,1,4.979571
0,1,4.98577
0,2,4.994872
1.0,2,5.004653
1.0,2,5.014052
3.0,4,5.032122
0,2,5.041665
1.0,2,5.123417
0,2,5.130257
1.0,2,5.138331
0,1,5.142483
2.0,3,5.153375
0,1,5.157972
0,2,5.168583
0,1,5.171645
1.0,2,5.185622
0,2,5.195554
0,1,5.20227
1.0,2,5.211959
0,1,5.291518
0,2,5.302866
0,2,5.312243
0,2,5.322786
0,2,5.333033
0,1,5.336894
1.0,2,5.346041
0,2,5.353356
0,1,5.357286
1.0,2,5.370153
0,1,5.377882
0,2,5.387071
0,2,5.472623
0,1,5.475998
0,2,5.489439
0,2,5.500002
0,1,5.503586
1.0,2,5.511949
0,2,5.520494
1.0,2,5.529489
2.0,3,5.541971
0,1,5.54509
0,2,5.553136
1.0,2,5.624365
0,2,5.634547
0,1,5.639238
0,1,5.64621
1.0,2,5.654735
1.0,2,5.664804
1.0,2,5.673751
1.0,2,5.681299
1.0,2,5.691574
0,2,5.70301
0,2,5.711321
2.0,3,5.78922
2.0,3,5.802537
1.0,2,5.81129
2.0,3,5.831735
0,2,5.84184
1.0,2,5.849981
1.0,2,5.859902
0,1,5.865347
1.0,2,5.874615
0,2,5.954527
1.0,2,5.961728
0,2,5.970566
0,2,5.980082
1.0,2,5.988848
1.0,2,5.996493
0,1,6.001686
1.0,2,6.010475
0,2,6.018285
0,2,6.027181
0,1,6.032023
2.0,3,6.119513
0,2,6.13035
2.0,3,6.143114
0,1,6.148959
0,2,6.157607
1.0,2,6.166166
2.0,3,6.178781
0,1,6.183046
0,1,6.186799
0,1,6.192566
1.0,2,6.266377
0,2,6.274096
1.0,2,6.283584
1.0,2,6.294758
1.0,2,6.302828
0,1,6.306279
1.0,2,6.316165
0,2,6.324389
0,1,6.328635
0,2,6.337571
0,2,6.345116
0,2,6.427155
0,2,6.439049
0,1,6.442815
1.0,2,6.453276
2.0,3,6.466488
1.0,2,6.47411
2.0,3,6.491854
0,2,6.502625
0,1,6.505814
0,2,6.514204
2.0,3,6.603662
0,2,6.614074
1.0,2,6.623172
0,2,6.634698
0,1,6.637717
2.0,3,6.653349
0,1,6.656332
1.0,2,6.6628
0,2,6.670218
0,2,6.678294
0,1,6.682704
1.0,2,6.78034
0,2,6.790484
0,2,6.804733
0,2,6.816708
0,1,6.821405
0,2,6.832374
2.0,3,6.846651
0,1,6.849872
1.0,2,6.857694
1.0,2,6.863246
0,2,6.949009
0,2,6.957897
0,1,6.961551
1.0,2,6.971417
1.0,2,6.980697
0,2,6.989122
0,2,6.99632
0,2,7.004776
0,2,7.014021
0,2,7.02176
0,2,7.029664
1.0,2,7.10148
1.0,2,7.111155
2.0,3,7.123181
1.0,2,7.132531
0,2,7.14085
1.0,2,7.149447
0,2,7.158916
0,2,7.167166
0,1,7.172533
1.0,2,7.182139
1.0,2,7.26103
1.0,2,7.268053
0,2,7.276407
2.0,3,7.288506
0,2,7.297099
0,1,7.30079
0,1,7.304954
1.0,2,7.316114
1.0,2,7.325235
0,2,7.333626
0,2,7.411604
1.0,2,7.421788
0,2,7.430548
1.0,2,7.439141
0,2,7.447563
1.0,2,7.456037
0,2,7.465138
0,2,7.474082
1.0,2,7.48539
0,1,7.491212
1.0,2,7.498316
0,1,7.5699
2.0,3,7.583587
0,2,7.594751
0,2,7.603556
1.0,2,7.612445
1.0,2,7.622308
2.0,3,7.634942
2.0,3,7.649608
0,2,7.65784
0,1,7.738717
1.0,2,7.746245
1.0,2,7.755351
1.0,2,7.763701
1.0,2,7.770385
1.0,2,7.779141
0,1,7.781949
0,2,7.794033
2.0,3,7.807581
1.0,2,7.814353
1.0,2,7.897632
0,2,7.904549
1.0,2,7.914485
1.0,2,7.927762
0,2,7.940177
0,2,7.948336
0,2,7.957284
2.0,3,7.973879
1.0,2,7.983042
2.0,3,8.067824
0,2,8.075528
0,2,8.086883
0,2,8.098798
2.0,3,8.110728
0,2,8.118788
1.0,2,8.126314
2.0,3,8.139594
0,1,8.143851
2.0,3,8.2353
1.0,2,8.241271
2.0,3,8.253741
0,2,8.260937
0,2,8.271358
0,2,8.282416
1.0,2,8.293908
1.0,2,8.303476
1.0,2,8.312931
1.0,2,8.322742
1.0,2,8.413202
1.0,2,8.424749
1.0,2,8.433825
0,2,8.440896
1.0,2,8.448578
2.0,3,8.459383
0,2,8.470207
1.0,2,8.479103
3.0,4,8.584136
1.0,2,8.591331
0,2,8.600133
3.0,4,8.618739
0,2,8.626456
1.0,2,8.635521
2.0,3,8.646207
0,2,8.655083
0,2,8.663543
4.0,5,8.744458
1.0,2,8.754549
1.0,2,8.771219
1.0,2,8.782381
0,2,8.793127
1.0,2,8.801948
0,2,8.8127
2.0,3,8.828198
0,2,8.914165
0,2,8.923423
1.0,2,8.930864
0,2,8.941325
0,2,8.951566
3.0,4,8.972937
2.0,3,8.987587
0,2,8.998594
3.0,4,9.095971
1.0,2,9.104135
0,2,9.114643
2.0,3,9.124909
3.0,4,9.141668
1.0,2,9.149561
2.0,3,9.161278
0,2,9.243581
1.0,2,9.251746
0,2,9.259858
0,2,9.269069
0,2,9.278318
0,2,9.286976
1.0,2,9.295823
0,2,9.304438
0,2,9.313917
0,2,9.321603
2.0,3,9.39898
2.0,3,9.414871
2.0,3,9.431063
2.0,3,9.445746
1.0,2,9.453952
1.0,2,9.464583
1.0,2,9.473194
0,2,9.487289
0,2,9.572379
0,2,9.580167
1.0,2,9.590283
1.0,2,9.599791
2.0,3,9.61254
2.0,3,9.624584
0,2,9.633417
3.0,4,9.650672
2.0,3,9.727539
1.0,2,9.735166
3.0,4,9.754654
2.0,3,9.76981
1.0,2,9.781701
1.0,2,9.790318
3.0,4,9.807587
5.0,6,9.90576
1.0,2,9.914061
1.0,2,9.921398
0,2,9.92927
0,2,9.942018
0,2,9.953661
0,2,9.963921
0,2,9.972429
0,2,10.058782
1.0,2,10.0687
4.0,5,10.088136
1.0,2,10.095971
1.0,2,10.10816
1.0,2,10.118637
0,2,10.128738
1.0,2,10.137493
0,2,10.153512
0,2,10.241066
0,2,10.254874
1.0,2,10.267863
1.0,2,10.278697
0,2,10.287107
2.0,3,10.297616
4.0,5,10.315884
0,2,10.325743
1.0,2,10.414497
0,2,10.424408
4.0,5,10.446235
0,2,10.454544
1.0,2,10.462372
0,2,10.471551
2.0,3,10.485428
2.0,3,10.564718
0,2,10.573226
0,2,10.584481
1.0,2,10.593644
2.0,3,10.61068
1.0,2,10.620288
0,2,10.629907
1.0,2,10.641997
0,2,10.651639
0,2,10.661234
1.0,2,10.747646
2.0,3,10.758828
1.0,2,10.765129
1.0,2,10.774229
2.0,3,10.791955
0,2,10.801199
1.0,2,10.81214
2.0,3,10.823668
0,2,10.913693
0,2,10.922704
0,2,10.929739
2.0,3,10.94621
1.0,2,10.958741
2.0,3,10.976481
0,2,10.984818
3.0,4,11.005992
3.0,4,11.098879
1.0,2,11.106263
1.0,2,11.114397
3.0,4,11.131818
1.0,2,11.140154
0,2,11.147204
2.0,3,11.15956
2.0,3,11.249763
0,2,11.258425
2.0,3,11.270819
1.0,2,11.279583
0,2,11.288517
1.0,2,11.297148
0,2,11.305779
1.0,2,11.313142
1.0,2,11.324708
1.0,2,11.334064
0,2,11.402442
3.0,4,11.42294
1.0,2,11.430469
2.0,3,11.441997
0,2,11.450265
1.0,2,11.458188
1.0,2,11.465917
0,2,11.4749
0,2,11.555554
1.0,2,11.563268
1.0,2,11.569867
1.0,2,11.579053
1.0,2,11.586246
2.0,3,11.599239
1.0,2,11.617169
0,2,11.625842
1.0,2,11.6352
4.0,5,11.736984
0,2,11.744634
0,2,11.752295
1.0,2,11.760033
0,2,11.768237
0,2,11.775918
0,2,11.782104
0,2,11.79044
0,2,11.80084
0,2,11.882889
0,2,11.89001
2.0,3,11.903255
4.0,5,11.923204
0,2,11.929634
1.0,2,11.937702
1.0,2,11.946941
2.0,3,11.958413
0,2,12.027556
2.0,3,12.041014
0,2,12.04921
1.0,2,12.058126
1.0,2,12.066617
1.0,2,12.075588
3.0,4,12.091825
0,2,12.100118
1.0,2,12.180156
2.0,3,12.189274
1.0,2,12.196819
0,2,12.204348
0,2,12.213077
0,2,12.225947
2.0,3,12.240636
0,2,12.25095
2.0,3,12.26438
0,2,12.349393
2.0,3,12.360136
1.0,2,12.368298
0,2,12.377558
0,2,12.392074
3.0,4,12.407191
3.0,4,12.422095
1.0,2,12.504924
0,2,12.5133
1.0,2,12.522615
0,2,12.530427
2.0,3,12.542004
0,2,12.55061
1.0,2,12.560593
0,2,12.569743
2.0,3,12.581061
2.0,3,12.658952
1.0,2,12.665509
0,2,12.673795
3.0,4,12.698184
0,2,12.707542
1.0,2,12.716517
0,2,12.725231
0,2,12.732842
1.0,2,12.742443
2.0,3,12.830456
2.0,3,12.845879
3.0,4,12.862384
2.0,3,12.881452
2.0,3,12.894286
0,2,12.901715
0,2,12.911429
0,2,12.998251
0,2,13.006062
1.0,2,13.015105
1.0,2,13.023467
1.0,2,13.029508
3.0,4,13.041912
1.0,2,13.048782
2.0,3,13.067809
0,2,13.149844
1.0,2,13.157507
1.0,2,13.164323
1.0,2,13.172703
3.0,4,13.190041
1.0,2,13.199599
1.0,2,13.207297
2.0,3,13.220656
0,2,13.229233
2.0,3,13.306271
2.0,3,13.317728
0,2,13.324526
0,2,13.33846
0,2,13.35009
1.0,2,13.358856
0,2,13.368275
1.0,2,13.376492
0,2,13.384664
1.0,2,13.466026
1.0,2,13.474281
0,2,13.482509
2.0,3,13.492478
3.0,4,13.512383
0,2,13.520626
0,2,13.529682
2.0,3,13.550378
2.0,3,13.648022
0,2,13.66013
0,2,13.673534
2.0,3,13.689277
0,2,13.696786
1.0,2,13.70503
1.0,2,13.713382
2.0,3,13.726125
2.0,3,13.827574
0,2,13.837275
3.0,4,13.859002
2.0,3,13.87482
2.0,3,13.885098
2.0,3,13.897194
2.0,3,13.911741
3.0,4,14.011088
0,2,14.022861
3.0,4,14.038389
0,2,14.046224
2.0,3,14.059153
1.0,2,14.066266
2.0,3,14.077799
0,2,14.148681
0,2,14.15472
2.0,3,14.166299
0,2,14.174919
4.0,5,14.196963
0,2,14.20942
2.0,3,14.229504
1.0,2,14.316751
1.0,2,14.324631
0,2,14.334726
0,2,14.344501
0,2,14.352352
3.0,4,14.366313
2.0,3,14.379559
3.0,4,14.393282
1.0,2,14.464505
0,2,14.470681
2.0,3,14.481286
1.0,2,14.491101
2.0,3,14.5046
2.0,3,14.518396
1.0,2,14.53054
1.0,2,14.540474
0,2,14.619888
1.0,2,14.627607
1.0,2,14.63521
0,2,14.644952
0,2,14.655014
1.0,2,14.663625
1.0,2,14.671337
2.0,3,14.683359
3.0,4,14.706186
1.0,2,14.792779
0,2,14.803146
0,2,14.809918
1.0,2,14.821372
3.0,4,14.837018
0,2,14.846994
3.0,4,14.862094
4.0,5,14.944247
0,2,14.956027
0,2,14.9647
1.0,2,14.973733
1.0,2,14.981524
4.0,5,15.005504
1.0,2,15.013976
1.0,2,15.025248
2.0,3,15.112658
1.0,2,15.124639
0,2,15.135378
0,2,15.145313
3.0,4,15.166544
0,2,15.176569
2.0,3,15.188829
2.0,3,15.28346
0,2,15.291183
0,2,15.297956
4.0,5,15.320935
1.0,2,15.332469
1.0,2,15.34088
2.0,3,15.352534
1.0,2,15.359563
2.0,3,15.427471
0,2,15.434898
0,2,15.44753
0,2,15.458635
0,2,15.466838
2.0,3,15.482073
0,2,15.492732
0,2,15.501983
3.0,4,15.594807
3.0,4,15.608179
5.0,6,15.636693
3.0,4,15.657177
0,2,15.665517
0,2,15.674085
1.0,2,15.757678
3.0,4,15.772068
1.0,2,15.780915
0,2,15.788247
0,2,15.796062
1.0,2,15.80369
0,2,15.814263
3.0,4,15.833961
2.0,3,15.926721
0,2,15.936742
0,2,15.944716
3.0,4,15.96348
3.0,4,15.978594
0,2,15.985827
2.0,3,15.99747
0,2,16.070521
3.0,4,16.087385
0,2,16.095345
3.0,4,16.113685
1.0,2,16.126509
1.0,2,16.135727
3.0,4,16.154927
0,2,16.230758
1.0,2,16.23665
0,2,16.243356
1.0,3,16.253984
2.0,3,16.265135
0,2,16.27366
2.0,3,16.295699
2.0,3,16.309785
1.0,2,16.394487
0,2,16.401134
1.0,2,16.409431
4.0,5,16.430184
3.0,4,16.446263
0,2,16.4538
3.0,4,16.473708
1.0,2,16.542621
1.0,2,16.549301
2.0,3,16.571792
1.0,2,16.581677
0,2,16.591604
0,2,16.600053
1.0,2,16.607497
0,2,16.617175
1.0,2,16.626342
0,2,16.707806
0,2,16.714934
0,2,16.722445
1.0,2,16.730586
2.0,3,16.742435
0,2,16.750216
1.0,2,16.760118
0,2,16.769549
0,2,16.779306
0,2,16.78784
0,2,16.875851
1.0,2,16.882433
1.0,2,16.890374
0,2,16.899918
0,2,16.908342
3.0,4,16.92243
0,2,16.930526
1.0,2,16.939065
2.0,3,17.015047
2.0,3,17.028648
1.0,2,17.036109
2.0,3,17.049718
0,2,17.058709
2.0,3,17.073683
2.0,3,17.088222
2.0,3,17.101654
0,2,17.178086
0,2,17.184724
0,2,17.19081
2.0,3,17.211188
0,2,17.21868
4.0,5,17.241284
2.0,3,17.255009
3.0,4,17.349565
0,2,17.357622
1.0,2,17.366466
0,2,17.377214
5.0,6,17.412856
3.0,4,17.433041
0,2,17.509627
1.0,2,17.517391
0,2,17.529284
1.0,2,17.53609
1.0,2,17.544297
1.0,2,17.554691
1.0,2,17.563981
2.0,3,17.578127
1.0,2,17.585432
0,2,17.594051
0,2,17.673763
1.0,2,17.681656
0,2,17.689557
1.0,2,17.697883
3.0,4,17.718152
0,2,17.728215
5.0,6,17.759311
0,2,17.840892
0,2,17.848125
2.0,3,17.860834
1.0,2,17.868387
2.0,3,17.88136
2.0,3,17.894391
2.0,3,17.907349
4.0,5,18.011692
1.0,2,18.023501
0,2,18.032416
1.0,2,18.039106
0,2,18.046282
0,2,18.056587
0,2,18.063458
1.0,2,18.069525
2.0,3,18.080898
3.0,4,18.157727
0,2,18.169244
1.0,2,18.175704
0,2,18.187062
1.0,2,18.19685
1.0,2,18.204376
2.0,3,18.217007
0,2,18.225758
2.0,3,18.314105
2.0,3,18.32357
2.0,3,18.33431
0,2,18.345914
0,2,18.355308
0,2,18.365709
4.0,5,18.384658
1.0,2,18.465457
0,2,18.47542
0,2,18.484322
1.0,2,18.491425
1.0,2,18.499584
2.0,3,18.510329
1.0,2,18.517506
0,2,18.525172
1.0,2,18.534972
1.0,2,18.54682
2.0,3,18.644631
1.0,2,18.653959
0,2,18.667013
0,2,18.676231
1.0,2,18.684304
2.0,3,18.700314
4.0,5,18.72028
0,2,18.790732
0,2,18.801676
1.0,2,18.812846
0,2,18.819993
1.0,2,18.829731
1.0,2,18.837095
3.0,4,18.854722
3.0,4,18.872756
1.0,2,18.954717
2.0,3,18.966535
1.0,2,18.975828
2.0,3,18.990455
1.0,2,19.000708
0,2,19.011934
1.0,2,19.019032
1.0,2,19.028338
2.0,3,19.042425
0,2,19.127905
2.0,3,19.139947
3.0,4,19.158089
1.0,2,19.168492
0,2,19.177524
0,2,19.184982
1.0,2,19.193879
1.0,2,19.201306
0,2,19.279673
1.0,2,19.290941
1.0,2,19.298122
3.0,4,19.315246
0,2,19.324158
1.0,2,19.333187
1.0,2,19.344375
0,2,19.354656
1.0,2,19.366552
1.0,2,19.451959
0,2,19.45856
3.0,4,19.472728
3.0,4,19.487493
1.0,2,19.496407
2.0,3,19.509997
3.0,4,19.538375
1.0,2,19.623376
0,2,19.631065
0,2,19.639013
2.0,3,19.652786
1.0,2,19.661814
4.0,5,19.684078
2.0,3,19.697619
0,2,19.779863
1.0,2,19.78806
2.0,3,19.801862
1.0,2,19.810946
2.0,3,19.823557
2.0,3,19.839937
3.0,4,19.859874
0,2,19.867901
1.0,2,19.945143
0,2,19.954811
2.0,3,19.967558
2.0,3,19.979819
1.0,2,19.987418
2.0,3,19.998733
0,2,20.008742
1.0,2,20.016793
2.0,3,20.097147
1.0,2,20.105522
0,2,20.115711
2.0,3,20.129297
1.0,2,20.139305
0,2,20.148777
0,2,20.155287
2.0,3,20.167869
1.0,2,20.175115
0,2,20.260154
0,2,20.267615
2.0,3,20.280632
1.0,2,20.288724
0,2,20.297081
0,2,20.302789
1.0,2,20.317932
1.0,2,20.328401
4.0,5,20.430811
3.0,4,20.450485
1.0,2,20.458681
0,2,20.466535
0,2,20.475694
0,2,20.482779
1.0,2,20.49159
1.0,2,20.499182
3.0,4,20.580134
0,2,20.589316
1.0,2,20.601282
3.0,4,20.621004
6.0,7,20.650779
1.0,2,20.659906
2.0,3,20.733819
0,2,20.740036
4.0,5,20.768467
3.0,4,20.786738
1.0,2,20.794597
2.0,3,20.807382
1.0,2,20.814986
3.0,4,20.903511
3.0,4,20.917604
0,2,20.924509
2.0,3,20.939633
0,2,20.949828
1.0,2,20.960872
0,2,20.970151
0,2,21.051825
2.0,3,21.062549
1.0,2,21.070209
1.0,2,21.077846
0,2,21.084711
1.0,2,21.093286
3.0,4,21.108628
1.0,2,21.117087
1.0,2,21.123369
0,2,21.200268
0,2,21.20765
1.0,2,21.218228
0,2,21.226148
2.0,3,21.239294
0,2,21.250097
1.0,2,21.260099
0,2,21.269384
1.0,2,21.276717
0,2,21.354814
0,2,21.361709
0,2,21.368534
2.0,3,21.378727
0,2,21.386483
2.0,3,21.397526
1.0,2,21.40761
1.0,2,21.418427
0,2,21.429168
2.0,3,21.517274
0,2,21.525924
2.0,3,21.536436
1.0,2,21.545804
0,2,21.554026
2.0,3,21.566581
0,2,21.573333
1.0,2,21.580673
3.0,4,21.655589
0,2,21.666578
1.0,2,21.674474
1.0,2,21.682648
4.0,5,21.705475
1.0,2,21.713682
4.0,5,21.733649
1.0,2,21.813661
1.0,2,21.820283
0,2,21.829176
1.0,2,21.837607
0,2,21.850655
0,2,21.858541
0,2,21.866931
0,2,21.875719
2.0,3,21.888062
0,2,21.977407
0,2,21.98588
0,2,21.995865
0,2,22.003432
0,2,22.010882
1.0,2,22.018852
2.0,3,22.031364
0,2,22.041219
4.0,5,22.142228
1.0,2,22.148118
2.0,3,22.162425
0,2,22.172265
1.0,2,22.182836
2.0,3,22.195571
0,2,22.202135
4.0,5,22.225352
1.0,2,22.294664
4.0,5,22.316767
1.0,2,22.325627
3.0,4,22.342114
3.0,4,22.358061
3.0,4,22.458451
2.0,3,22.469158
2.0,3,22.481847
0,2,22.489425
2.0,3,22.500902
0,2,22.509907
2.0,3,22.521849
1.0,2,22.530899
1.0,2,22.625002
0,2,22.631864
0,2,22.640492
3.0,4,22.655957
2.0,3,22.667772
4.0,5,22.687724
1.0,2,22.695312
1.0,2,22.770268
2.0,3,22.78326
1.0,2,22.79107
0,2,22.800345
3.0,4,22.816887
0,2,22.824356
2.0,3,22.839614
1.0,2,22.846803
1.0,2,22.934234
1.0,2,22.942951
2.0,3,22.958074
3.0,4,22.977337
4.0,5,22.998197
1.0,2,23.010106
0,2,23.020566
1.0,2,23.110015
3.0,4,23.127572
0,2,23.135795
2.0,3,23.147464
0,2,23.156233
2.0,3,23.16922
0,2,23.177701
0,2,23.184681
2.0,3,23.258272
1.0,2,23.266398
1.0,2,23.274245
1.0,2,23.282425
0,2,23.293239
0,2,23.303721
2.0,3,23.31683
2.0,3,23.333123
0,2,23.34295
3.0,4,23.432766
1.0,2,23.440299
2.0,3,23.45199
1.0,2,23.461925
0,2,23.470616
0,2,23.480434
0,2,23.486151
2.0,3,23.497181
1.0,2,23.58002
2.0,3,23.590383
1.0,2,23.599455
0,2,23.607546
0,2,23.615507
0,2,23.623488
3.0,4,23.638262
1.0,2,23.647487
1.0,2,23.71924
3.0,4,23.734353
0,2,23.747638
0,2,23.760172
0,2,23.770982
3.0,4,23.785619
2.0,3,23.799451
1.0,2,23.807592
1.0,2,23.886489
2.0,3,23.896733
0,2,23.905249
1.0,2,23.913043
2.0,3,23.927579
1.0,2,23.935955
0,2,23.94269
2.0,3,23.953813
1.0,2,24.029602
3.0,4,24.04373
0,2,24.051036
2.0,3,24.065156
1.0,2,24.073961
1.0,2,24.082434
0,2,24.091274
4.0,5,24.193018
0,2,24.201701
0,2,24.209021
1.0,2,24.216931
2.0,3,24.229238
4.0,5,24.255727
1.0,2,24.263334
2.0,3,24.278428
2.0,3,24.367808
2.0,3,24.382893
1.0,2,24.39062
0,2,24.398227
2.0,3,24.409802
0,2,24.415782
0,2,24.426124
0,2,24.436516
3.0,4,24.534299
0,2,24.542919
1.0,2,24.551222
3.0,4,24.565979
3.0,4,24.582074
1.0,2,24.588078
3.0,4,24.668625
1.0,3,24.68178
2.0,3,24.693628
2.0,3,24.709919
3.0,4,24.727044
0,2,24.735622
1.0,2,24.74332
1.0,2,24.751132
2.0,3,24.831232
0,2,24.838369
1.0,2,24.847294
0,2,24.854743
0,2,24.861943
1.0,2,24.86977
0,2,24.878342
0,2,24.887642
0,2,24.894137
1.0,2,24.969704
1.0,2,24.978042
0,2,24.98638
1.0,2,24.994143
4.0,5,25.015618
1.0,2,25.024059
1.0,2,25.032749
0,2,25.040119
0,2,25.048633
4.0,5,25.131894
1.0,2,25.137416
2.0,3,25.151599
2.0,3,25.164984
1.0,2,25.17449
0,2,25.183091
0,2,25.192657
1.0,2,25.27677
0,2,25.283722
0,2,25.291702
3.0,4,25.306548
2.0,3,25.318093
4.0,5,25.337736
3.0,4,25.433888
2.0,3,25.443874
0,2,25.45182
0,2,25.45924
1.0,2,25.467856
1.0,2,25.476838
1.0,2,25.484736
1.0,2,25.49473
1.0,2,25.502151
0,2,25.511851
2.0,3,25.588852
1.0,2,25.595066
0,2,25.607694
2.0,3,25.621296
0,2,25.635075
5.0,6,25.663958
1.0,2,25.67117
1.0,2,25.753177
2.0,3,25.763769
1.0,2,25.771591
3.0,4,25.785788
0,2,25.791653
1.0,2,25.799079
3.0,4,25.812962
2.0,3,25.905407
0,2,25.914527
1.0,2,25.92409
1.0,2,25.932668
1.0,2,25.942378
1.0,3,25.955228
2.0,3,25.969541
3.0,4,25.982439
4.0,5,26.060645
1.0,2,26.074856
2.0,3,26.091566
0,2,26.101239
1.0,2,26.111099
2.0,3,26.122294
2.0,3,26.136999
1.0,2,26.218961
3.0,4,26.232155
0,2,26.239929
2.0,3,26.251836
0,2,26.260233
1.0,2,26.268055
0,2,26.276414
0,2,26.283918
0,2,26.362748
2.0,3,26.37274
1.0,2,26.381474
0,2,26.390647
3.0,4,26.408975
0,2,26.417944
2.0,3,26.431125
0,2,26.439703
2.0,3,26.52563
0,2,26.531944
1.0,2,26.545192
3.0,4,26.560801
3.0,4,26.576557
3.0,4,26.592775
0,2,26.600026
1.0,2,26.681865
2.0,3,26.691355
2.0,3,26.702411
4.0,5,26.721204
2.0,3,26.736683
1.0,2,26.744752
5.0,6,26.842334
0,2,26.851078
1.0,2,26.860252
5.0,6,26.88447
3.0,4,26.900825
5.0,6,26.986031
0,2,26.99516
1.0,2,27.006915
0,2,27.015327
2.0,3,27.026364
6.0,7,27.051522
2.0,3,27.132857
4.0,5,27.148224
2.0,3,27.158922
0,2,27.174418
0,2,27.183894
1.0,2,27.192625
0,2,27.202403
2.0,3,27.291843
1.0,2,27.298675
2.0,3,27.311829
3.0,4,27.330935
4.0,5,27.359581
1.0,2,27.367161
5.0,6,27.449938
