#{"t_start": 1514340648.9164088, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
2.0,3,9.81138
2.0,3,9.897749
0,2,9.906361
0,2,9.914781
0,2,9.922039
1.0,2,9.929881
2.0,3,9.950036
0,2,9.959476
1.0,2,9.968181
4.0,5,10.068531
1.0,2,10.07719
0,2,10.084797
3.0,4,10.103003
2.0,3,10.119413
1.0,2,10.12892
0,2,10.139139
1.0,2,10.153945
1.0,2,10.24527
0,2,10.255635
0,2,10.268251
2.0,3,10.283982
0,2,10.291042
0,2,10.298605
0,2,10.306567
0,2,10.313077
0,2,10.322461
4.0,5,10.424115
2.0,3,10.436816
1.0,2,10.448866
0,2,10.455835
2.0,3,10.467919
1.0,2,10.476633
2.0,3,10.490884
1.0,2,10.564276
1.0,2,10.5745
1.0,2,10.585226
1.0,2,10.594269
0,2,10.605324
0,2,10.616976
2.0,3,10.63029
2.0,3,10.646357
1.0,2,10.655728
1.0,2,10.741582
2.0,3,10.755408
0,2,10.76293
3.0,4,10.778076
2.0,3,10.797436
0,2,10.807368
0,2,10.816494
2.0,3,10.82882
1.0,2,10.918406
2.0,3,10.931339
3.0,4,10.954901
0,2,10.966488
0,2,10.976368
1.0,2,10.985379
3.0,4,11.007408
0,2,11.093374
0,2,11.099874
1.0,2,11.10726
2.0,3,11.120209
1.0,2,11.127275
3.0,4,11.143804
2.0,3,11.156941
1.0,2,11.163016
3.0,4,11.258342
0,2,11.267652
0,2,11.27484
3.0,4,11.294495
0,2,11.301081
4.0,5,11.324003
0,2,11.333801
2.0,3,11.410435
1.0,2,11.420674
0,2,11.427163
4.0,5,11.446425
0,2,11.454676
3.0,4,11.472314
3.0,4,11.560363
0,2,11.566619
1.0,2,11.575871
2.0,3,11.586924
3.0,4,11.611604
3.0,4,11.63058
2.0,3,11.645187
0,2,11.733367
0,2,11.741443
0,2,11.749328
1.0,2,11.756838
0,2,11.764823
1.0,2,11.772884
0,2,11.779956
1.0,2,11.785874
5.0,6,11.887352
1.0,2,11.894022
3.0,4,11.910054
0,2,11.918879
1.0,2,11.926876
4.0,5,11.947659
1.0,2,11.956209
2.0,3,12.027451
1.0,2,12.036005
1.0,2,12.046173
2.0,3,12.059983
1.0,2,12.068162
0,2,12.075665
3.0,4,12.093749
1.0,2,12.100847
0,2,12.180728
0,2,12.186614
4.0,5,12.205094
2.0,3,12.222393
2.0,3,12.235279
0,2,12.244776
0,2,12.255825
1.0,2,12.266492
0,2,12.34924
1.0,2,12.356605
1.0,2,12.365146
0,2,12.373486
2.0,3,12.392749
6.0,7,12.418507
1.0,2,12.425509
4.0,5,12.521692
1.0,2,12.52997
1.0,2,12.538557
0,2,12.547271
1.0,2,12.55567
2.0,3,12.570387
1.0,2,12.577472
0,2,12.586028
3.0,4,12.665331
0,2,12.672045
0,2,12.687586
1.0,2,12.698874
0,2,12.708214
0,2,12.718218
0,2,12.725971
0,2,12.733355
0,2,12.742244
1.0,2,12.827588
2.0,3,12.841831
0,2,12.849777
3.0,4,12.868418
1.0,2,12.882108
2.0,3,12.894969
1.0,2,12.903638
1.0,2,12.912382
2.0,3,13.002053
0,2,13.011166
1.0,2,13.01948
2.0,3,13.030146
2.0,3,13.039608
3.0,4,13.055331
1.0,2,13.068568
1.0,2,13.150615
1.0,2,13.157269
4.0,5,13.176496
1.0,2,13.185759
0,2,13.196214
6.0,7,13.225643
0,2,13.298658
0,2,13.306956
0,2,13.314682
2.0,3,13.324952
0,2,13.340521
0,2,13.349542
5.0,6,13.376618
0,2,13.385352
1.0,2,13.466522
0,2,13.474242
0,2,13.483266
3.0,4,13.497579
2.0,3,13.51241
2.0,3,13.525883
2.0,3,13.54536
3.0,4,13.650006
4.0,5,13.678866
0,2,13.688783
0,2,13.697412
1.0,2,13.706803
2.0,3,13.719285
0,2,13.726843
1.0,2,13.825293
3.0,4,13.841409
0,2,13.85267
0,2,13.864081
2.0,3,13.87839
0,2,13.885787
0,2,13.89342
0,2,13.901664
2.0,3,13.998273
2.0,3,14.011089
0,2,14.022624
2.0,3,14.03401
1.0,2,14.043492
0,2,14.051922
3.0,4,14.066853
2.0,3,14.079006
3.0,4,14.156259
0,2,14.163705
1.0,2,14.170727
2.0,3,14.184601
1.0,2,14.194013
1.0,2,14.202482
2.0,3,14.225417
3.0,4,14.321532
0,2,14.331419
1.0,2,14.34012
0,2,14.349406
2.0,3,14.360051
0,2,14.366986
1.0,2,14.376028
1.0,2,14.383501
0,2,14.390053
0,2,14.46147
0,2,14.468109
2.0,3,14.478223
2.0,3,14.490961
0,2,14.499856
1.0,2,14.510666
0,2,14.518971
0,2,14.530116
1.0,2,14.540291
1.0,2,14.620617
0,2,14.628312
2.0,3,14.642601
1.0,2,14.65254
1.0,2,14.661397
0,2,14.66795
0,2,14.675957
1.0,2,14.684006
1.0,2,14.694931
1.0,2,14.705145
0,2,14.79201
0,2,14.80226
3.0,4,14.821638
1.0,2,14.829518
1.0,2,14.838779
1.0,2,14.848302
0,2,14.856238
2.0,3,14.866556
2.0,3,14.939718
0,2,14.950015
1.0,2,14.960221
2.0,3,14.974414
0,2,14.982276
3.0,4,15.001759
0,2,15.010299
2.0,3,15.028328
0,2,15.109855
0,2,15.118051
2.0,3,15.134703
3.0,4,15.156375
2.0,3,15.170588
1.0,2,15.181391
0,2,15.189566
0,2,15.197594
2.0,3,15.290968
1.0,2,15.300251
2.0,3,15.312886
1.0,2,15.322509
0,2,15.331892
0,2,15.341653
4.0,5,15.36031
1.0,2,15.425366
1.0,2,15.431531
2.0,3,15.448344
0,2,15.457283
2.0,3,15.470883
1.0,2,15.482783
0,2,15.493561
0,2,15.503696
0,2,15.511686
0,2,15.596551
1.0,2,15.602837
2.0,3,15.61345
3.0,4,15.631599
0,2,15.642342
0,2,15.654552
0,2,15.662205
0,2,15.671513
0,2,15.679661
1.0,2,15.762005
0,2,15.770065
1.0,2,15.778246
0,2,15.785212
1.0,2,15.793706
1.0,2,15.801315
0,2,15.809088
0,2,15.82004
0,2,15.831236
0,2,15.844327
0,2,15.928217
0,2,15.936505
0,2,15.945684
0,2,15.954947
1.0,2,15.964068
2.0,3,15.976269
2.0,3,15.986562
0,2,15.994972
3.0,4,16.075118
0,2,16.0825
0,2,16.09169
0,2,16.100571
2.0,3,16.113374
2.0,3,16.132557
0,2,16.142545
5.0,6,16.234268
3.0,4,16.247461
1.0,2,16.254588
2.0,3,16.265853
2.0,3,16.281358
1.0,2,16.296488
0,2,16.306817
0,2,16.314551
2.0,3,16.402693
5.0,6,16.425668
2.0,3,16.438287
1.0,2,16.445764
1.0,2,16.454667
0,2,16.463962
3.0,4,16.543667
0,2,16.549933
0,2,16.566428
3.0,4,16.587997
0,2,16.595701
2.0,3,16.607869
0,2,16.616015
0,2,16.626117
2.0,3,16.712744
0,2,16.718523
0,2,16.727597
1.0,2,16.73564
0,2,16.744199
4.0,5,16.766331
2.0,3,16.778942
1.0,2,16.788584
1.0,2,16.8769
0,2,16.88365
3.0,4,16.900582
0,2,16.908941
0,2,16.917085
3.0,4,16.931259
0,2,16.939615
1.0,2,16.946921
1.0,2,17.020379
1.0,2,17.028352
3.0,4,17.044493
0,2,17.055351
2.0,3,17.069907
1.0,2,17.080228
0,2,17.089658
2.0,3,17.103725
0,2,17.17875
5.0,6,17.206946
1.0,2,17.216298
0,2,17.223133
1.0,2,17.232814
0,2,17.241892
0,2,17.251204
3.0,4,17.345717
0,2,17.353719
5.0,6,17.383306
3.0,4,17.409642
2.0,3,17.422215
0,2,17.433944
0,2,17.510366
0,2,17.518062
0,2,17.529985
0,2,17.536733
0,2,17.545074
2.0,3,17.56052
5.0,6,17.586097
1.0,2,17.59515
0,2,17.675152
2.0,3,17.685188
3.0,4,17.703199
0,2,17.713637
1.0,2,17.724187
0,2,17.733143
2.0,3,17.748477
2.0,3,17.838012
1.0,2,17.844605
1.0,2,17.854517
0,2,17.862845
1.0,2,17.871062
1.0,2,17.878064
4.0,5,17.898286
3.0,4,17.917921
0,2,18.00828
0,2,18.017242
0,2,18.028352
1.0,2,18.036689
0,2,18.042849
2.0,3,18.055485
0,2,18.063872
0,2,18.069499
3.0,4,18.146659
1.0,2,18.154759
1.0,2,18.165465
2.0,3,18.176446
4.0,5,18.201248
0,2,18.20897
3.0,4,18.226264
0,2,18.309749
1.0,2,18.317404
1.0,2,18.324394
5.0,6,18.351075
1.0,2,18.360327
4.0,5,18.381145
3.0,4,18.470562
1.0,2,18.480962
3.0,4,18.496744
1.0,2,18.504195
2.0,3,18.515008
2.0,3,18.525914
0,2,18.535806
1.0,2,18.552288
3.0,4,18.64935
2.0,3,18.667836
1.0,2,18.677613
0,2,18.686484
2.0,3,18.699707
2.0,3,18.712577
1.0,2,18.720987
1.0,2,18.792333
0,2,18.803299
0,2,18.812916
3.0,4,18.829468
1.0,2,18.837822
1.0,2,18.846514
1.0,2,18.85648
2.0,3,18.868067
1.0,2,18.879605
0,2,18.959174
2.0,3,18.97229
0,2,18.979898
0,2,18.989331
2.0,3,19.006987
3.0,4,19.02599
0,2,19.03381
1.0,2,19.043384
2.0,3,19.132581
1.0,2,19.140683
1.0,2,19.150208
1.0,2,19.158243
1.0,2,19.168607
0,2,19.17667
2.0,3,19.189691
1.0,2,19.198952
0,2,19.204781
2.0,3,19.291815
0,2,19.297926
2.0,3,19.310784
1.0,2,19.319963
0,2,19.327914
1.0,2,19.340414
0,2,19.349195
1.0,2,19.361857
0,2,19.372524
0,2,19.455532
0,2,19.46264
2.0,3,19.473389
1.0,2,19.480641
0,2,19.488161
0,2,19.497361
0,2,19.506074
0,2,19.514214
2.0,3,19.539345
0,2,19.624001
1.0,2,19.631664
1.0,2,19.639671
3.0,4,19.657988
1.0,2,19.667933
4.0,5,19.688478
1.0,2,19.697062
0,2,19.780545
0,2,19.788353
0,2,19.796554
1.0,2,19.806054
0,2,19.814777
0,2,19.824818
4.0,5,19.851191
0,2,19.86041
0,2,19.868535
1.0,2,19.946549
0,2,19.95549
0,2,19.963933
1.0,2,19.972245
0,2,19.980528
1.0,2,19.988258
0,2,19.996505
0,2,20.004713
1.0,2,20.013542
1.0,2,20.023099
0,2,20.097851
1.0,2,20.106229
3.0,4,20.125424
1.0,2,20.134331
2.0,3,20.148349
0,2,20.156003
1.0,2,20.164359
0,2,20.172761
3.0,4,20.265564
2.0,3,20.2767
0,2,20.285682
1.0,2,20.293372
3.0,4,20.309638
1.0,2,20.322081
0,2,20.332514
0,2,20.342886
4.0,5,20.444899
3.0,4,20.46376
1.0,2,20.471057
1.0,2,20.480177
1.0,2,20.488396
2.0,3,20.499762
2.0,3,20.577369
1.0,2,20.585101
0,2,20.596166
0,2,20.608026
1.0,2,20.617142
1.0,2,20.627695
2.0,3,20.63968
2.0,3,20.652189
4.0,5,20.73456
1.0,2,20.740736
1.0,2,20.749135
3.0,4,20.77323
1.0,2,20.7828
0,2,20.791676
2.0,3,20.803486
0,2,20.812311
2.0,3,20.896632
3.0,4,20.911548
2.0,3,20.921742
1.0,2,20.929207
1.0,2,20.939948
1.0,2,20.948419
1.0,2,20.964448
0,2,20.970878
0,2,21.052319
0,2,21.059892
2.0,3,21.069831
2.0,3,21.082586
2.0,3,21.093971
2.0,3,21.104553
0,2,21.112327
2.0,3,21.126961
1.0,2,21.200408
2.0,3,21.212485
1.0,2,21.222118
0,2,21.232252
1.0,2,21.242048
0,2,21.250899
0,2,21.261764
1.0,2,21.268989
4.0,5,21.359359
0,2,21.365129
1.0,2,21.37226
0,2,21.380201
1.0,2,21.38779
1.0,2,21.394443
3.0,4,21.415059
0,2,21.425801
2.0,3,21.515089
1.0,2,21.521897
0,2,21.530535
1.0,2,21.537289
3.0,4,21.555008
1.0,2,21.563631
1.0,2,21.570146
2.0,3,21.581187
1.0,2,21.587224
3.0,4,21.664689
1.0,2,21.675282
0,2,21.683534
2.0,3,21.697176
0,2,21.706231
1.0,2,21.714525
1.0,2,21.722841
2.0,3,21.734389
2.0,3,21.817277
4.0,5,21.838957
4.0,5,21.863055
2.0,3,21.87532
0,2,21.883852
3.0,4,21.982696
2.0,3,21.996901
0,2,22.005021
0,2,22.010568
0,2,22.017828
4.0,5,22.042779
0,2,22.050598
0,2,22.062534
3.0,4,22.154618
0,2,22.162667
2.0,3,22.177901
0,2,22.186815
3.0,4,22.202967
3.0,4,22.221337
2.0,3,22.295359
3.0,4,22.313277
1.0,2,22.321062
0,2,22.331016
2.0,3,22.341509
1.0,2,22.349812
2.0,3,22.365878
2.0,3,22.458218
2.0,3,22.471097
3.0,4,22.486802
3.0,4,22.501601
0,2,22.510467
1.0,2,22.516916
3.0,4,22.54019
0,2,22.629013
4.0,5,22.648041
1.0,2,22.65801
0,2,22.665043
2.0,3,22.676823
2.0,3,22.68839
0,2,22.694869
3.0,4,22.77882
0,2,22.78703
0,2,22.796321
0,2,22.805158
0,2,22.813198
5.0,6,22.838635
0,2,22.847491
0,2,22.93388
3.0,4,22.953779
2.0,3,22.96656
0,2,22.97673
2.0,3,22.991476
2.0,3,23.003739
0,2,23.016163
3.0,4,23.115795
0,2,23.123883
0,2,23.132567
3.0,4,23.147479
0,2,23.157207
1.0,2,23.165573
1.0,2,23.173888
0,2,23.181802
2.0,3,23.255795
2.0,3,23.266212
1.0,2,23.274861
0,2,23.283133
2.0,3,23.299826
0,2,23.310003
2.0,3,23.325461
1.0,2,23.334716
2.0,3,23.422374
1.0,2,23.429075
1.0,2,23.436423
3.0,4,23.451634
0,2,23.462699
0,2,23.470421
2.0,3,23.483863
4.0,5,23.576361
0,2,23.583632
4.0,5,23.604636
1.0,2,23.611472
1.0,2,23.619128
2.0,3,23.63098
0,2,23.63903
0,2,23.648204
2.0,3,23.723823
1.0,2,23.730353
0,2,23.74432
0,2,23.755412
0,2,23.766232
2.0,3,23.779429
3.0,4,23.795088
3.0,4,23.884331
1.0,2,23.89098
2.0,3,23.900543
3.0,4,23.918346
2.0,3,23.932414
0,2,23.94041
2.0,3,23.950432
2.0,3,24.029245
2.0,3,24.039939
3.0,4,24.056757
1.0,2,24.065805
2.0,3,24.078053
0,2,24.086883
3.0,4,24.106973
0,2,24.192715
1.0,2,24.201863
2.0,3,24.213462
3.0,4,24.229973
3.0,4,24.250331
3.0,4,24.268353
4.0,5,24.369179
0,2,24.380355
0,2,24.387188
1.0,2,24.394943
0,2,24.402736
0,2,24.409903
2.0,3,24.420781
1.0,2,24.432007
1.0,2,24.445437
3.0,4,24.538405
1.0,2,24.547608
1.0,2,24.555212
0,2,24.561488
0,2,24.569916
1.0,2,24.57981
3.0,4,24.593061
0,2,24.599982
1.0,2,24.675414
1.0,2,24.682461
0,2,24.690683
1.0,2,24.702175
0,2,24.711628
1.0,2,24.720258
0,2,24.728334
4.0,5,24.747389
0,2,24.825593
0,2,24.831923
3.0,4,24.848006
2.0,3,24.859402
1.0,2,24.86649
0,2,24.874914
0,2,24.883414
0,2,24.891321
3.0,4,24.974217
5.0,6,24.999861
0,2,25.007657
1.0,2,25.015487
3.0,4,25.03244
1.0,2,25.040705
2.0,3,25.119925
2.0,3,25.128759
1.0,2,25.135094
0,2,25.142572
1.0,2,25.153271
2.0,3,25.1666
3.0,4,25.184065
1.0,2,25.192427
0,2,25.276618
0,2,25.284006
3.0,4,25.300982
1.0,2,25.308321
0,2,25.314147
1.0,2,25.321742
4.0,5,25.34217
0,2,25.353085
3.0,4,25.444585
2.0,3,25.45637
0,2,25.464659
2.0,3,25.475756
0,2,25.488029
0,2,25.496286
1.0,2,25.502934
1.0,2,25.513081
1.0,2,25.58651
1.0,2,25.592652
1.0,2,25.602968
3.0,4,25.623032
0,2,25.637363
2.0,3,25.651644
6.0,7,25.753519
2.0,3,25.763206
0,2,25.771475
3.0,4,25.786422
5.0,6,25.80695
3.0,4,25.902132
5.0,6,25.928383
2.0,3,25.94449
0,2,25.951729
3.0,4,25.967541
3.0,4,25.98317
1.0,2,26.051632
0,2,26.057437
0,2,26.065496
0,2,26.080904
1.0,2,26.092044
1.0,2,26.100631
0,2,26.110544
4.0,5,26.133679
4.0,5,26.226394
0,2,26.232935
4.0,5,26.253507
0,2,26.261273
0,2,26.268753
3.0,4,26.284907
1.0,2,26.363482
3.0,4,26.376484
0,2,26.388055
3.0,4,26.406311
1.0,2,26.414567
1.0,2,26.423725
1.0,2,26.431858
1.0,2,26.440369
1.0,2,26.522705
1.0,2,26.529346
2.0,3,26.546223
4.0,5,26.565913
0,2,26.572528
3.0,4,26.588548
2.0,3,26.60067
3.0,4,26.687869
0,2,26.696115
0,2,26.703018
1.0,2,26.710805
2.0,3,26.721912
0,2,26.730648
1.0,2,26.741041
2.0,3,26.754601
3.0,4,26.843034
3.0,4,26.861186
2.0,3,26.873206
0,2,26.880985
3.0,4,26.897931
0,2,26.90476
1.0,2,26.972408
0,2,26.980649
0,2,26.991418
1.0,2,27.002958
0,2,27.012284
1.0,2,27.020034
2.0,3,27.030933
1.0,2,27.03799
0,2,27.045637
3.0,4,27.130165
0,2,27.136336
0,2,27.142108
0,2,27.1488
0,2,27.156165
0,2,27.164441
4.0,5,27.19455
1.0,2,27.203979
2.0,3,27.293303
3.0,4,27.308303
0,2,27.317361
0,2,27.32567
1.0,2,27.340348
2.0,3,27.356403
1.0,2,27.363364
0,2,27.372646
0,2,27.440369
0,2,27.446704
1.0,2,27.460514
4.0,5,27.483855
0,2,27.492592
0,2,27.500827
1.0,2,27.509868
0,2,27.518384
4.0,5,27.609704
2.0,3,27.621164
2.0,3,27.633438
1.0,2,27.642421
0,2,27.653825
0,2,27.663328
3.0,4,27.685179
1.0,2,27.770734
0,2,27.777889
3.0,4,27.794089
3.0,4,27.809595
1.0,2,27.816426
0,2,27.825254
3.0,4,27.841177
1.0,2,27.905183
0,2,27.912278
1.0,2,27.920237
2.0,3,27.932478
1.0,2,27.940354
