#{"t_start": 1514340648.9283006, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
0,2,8.29628
2.0,3,8.310632
2.0,3,8.408989
0,2,8.419024
2.0,3,8.429129
2.0,3,8.440227
1.0,2,8.448365
0,2,8.459143
2.0,3,8.472404
0,2,8.49161
1.0,2,8.577119
1.0,2,8.585329
1.0,2,8.593029
2.0,3,8.606383
0,2,8.615278
0,2,8.623281
2.0,3,8.63597
1.0,2,8.644364
2.0,3,8.718126
1.0,2,8.725686
0,2,8.7335
2.0,3,8.752367
1.0,2,8.765441
1.0,2,8.776667
1.0,2,8.785886
0,2,8.796059
0,2,8.80561
0,2,8.817001
0,2,8.903067
1.0,2,8.912063
1.0,2,8.919564
5.0,6,8.947601
0,2,8.959974
0,2,8.973187
2.0,3,8.98651
1.0,2,9.074432
1.0,2,9.084816
0,2,9.093353
2.0,3,9.107139
0,2,9.114202
1.0,2,9.121535
1.0,2,9.130539
0,2,9.138067
0,2,9.145593
4.0,5,9.239926
0,2,9.248893
0,2,9.257928
6.0,7,9.289322
0,2,9.297338
2.0,3,9.309825
2.0,3,9.388139
1.0,2,9.400006
0,2,9.411219
1.0,2,9.419895
2.0,3,9.433871
1.0,2,9.443288
1.0,2,9.453773
2.0,3,9.466723
0,2,9.479966
0,2,9.565716
1.0,2,9.57526
1.0,2,9.584932
0,2,9.593508
2.0,3,9.606266
1.0,2,9.614257
1.0,2,9.622259
1.0,2,9.63241
2.0,3,9.643759
0,2,9.717446
0,2,9.724154
0,2,9.735321
3.0,4,9.753183
3.0,4,9.776197
3.0,4,9.792445
1.0,2,9.800191
2.0,3,9.88604
2.0,3,9.898873
3.0,4,9.914203
3.0,4,9.937386
0,2,9.947183
0,2,9.958143
0,2,9.966342
1.0,2,10.052485
3.0,4,10.070004
1.0,2,10.077096
1.0,2,10.084905
2.0,3,10.102961
1.0,2,10.113785
1.0,2,10.121352
2.0,3,10.1408
1.0,2,10.232795
1.0,2,10.247522
0,2,10.25809
0,2,10.267596
0,2,10.275934
2.0,3,10.286733
1.0,2,10.294777
2.0,3,10.304815
3.0,4,10.403184
0,2,10.412364
1.0,2,10.422102
0,2,10.430097
2.0,3,10.443392
5.0,6,10.469859
2.0,3,10.482737
0,2,10.557264
1.0,2,10.568124
0,2,10.577229
4.0,5,10.604489
0,2,10.613292
1.0,2,10.626055
1.0,2,10.634687
0,2,10.644083
0,2,10.729816
2.0,3,10.744478
2.0,3,10.754963
0,2,10.763118
0,2,10.770255
3.0,4,10.795476
0,2,10.80485
3.0,4,10.902421
0,2,10.91112
0,2,10.918826
1.0,2,10.932156
0,2,10.943869
1.0,2,10.954301
0,2,10.96393
0,2,10.97357
1.0,2,10.986107
1.0,2,10.994935
1.0,2,11.081536
0,2,11.087797
1.0,2,11.095939
0,2,11.104322
0,2,11.111525
4.0,5,11.132007
0,2,11.142071
2.0,3,11.152479
5.0,6,11.254875
2.0,3,11.267649
2.0,3,11.282655
1.0,2,11.28929
1.0,2,11.298219
0,2,11.308214
2.0,3,11.323085
3.0,4,11.403634
2.0,3,11.416101
1.0,2,11.423892
3.0,4,11.439908
0,2,11.447211
1.0,2,11.454872
0,2,11.463879
2.0,3,11.547709
0,2,11.555432
1.0,2,11.564287
2.0,3,11.57602
2.0,3,11.588539
1.0,2,11.605861
3.0,4,11.624287
1.0,2,11.632578
0,2,11.721754
4.0,5,11.742375
2.0,3,11.752568
1.0,2,11.761074
0,2,11.767952
1.0,2,11.774216
0,2,11.783752
1.0,2,11.794148
0,2,11.874764
2.0,3,11.886772
0,2,11.895239
1.0,2,11.901712
0,2,11.910849
0,2,11.91933
2.0,3,11.932015
0,2,11.939757
0,2,11.948272
3.0,4,12.024434
0,2,12.033634
1.0,2,12.042774
0,2,12.05226
2.0,3,12.065109
6.0,7,12.094039
2.0,3,12.175447
1.0,2,12.182134
3.0,4,12.197679
2.0,3,12.214828
0,2,12.223483
0,2,12.233602
0,2,12.244128
2.0,3,12.334237
2.0,3,12.344523
2.0,3,12.357128
5.0,6,12.390187
1.0,2,12.396408
4.0,5,12.413665
0,2,12.497762
2.0,3,12.509903
1.0,2,12.518158
0,2,12.526918
1.0,2,12.535358
2.0,3,12.547587
0,2,12.558277
0,2,12.565676
2.0,3,12.644339
1.0,2,12.651004
0,2,12.65713
1.0,2,12.66982
1.0,2,12.681935
0,2,12.691764
1.0,2,12.700712
2.0,3,12.714137
1.0,2,12.721648
0,2,12.730485
2.0,3,12.819405
0,2,12.83118
2.0,3,12.842346
0,2,12.850552
2.0,3,12.871077
2.0,3,12.883287
0,2,12.890653
1.0,2,12.900428
2.0,3,12.990964
1.0,2,12.998512
1.0,2,13.00783
3.0,4,13.021654
0,2,13.028373
2.0,3,13.038899
0,2,13.050545
1.0,2,13.060208
3.0,4,13.15006
0,2,13.157786
2.0,3,13.169681
1.0,2,13.179534
2.0,3,13.193022
3.0,4,13.209626
0,2,13.218056
0,2,13.291807
1.0,2,13.298604
0,2,13.30743
2.0,3,13.321634
2.0,3,13.337908
4.0,5,13.361655
3.0,4,13.45164
0,2,13.457718
0,2,13.466181
0,2,13.474393
2.0,3,13.484587
3.0,4,13.505179
1.0,2,13.514086
0,2,13.52364
0,2,13.540436
3.0,4,13.644765
2.0,3,13.663472
0,2,13.672632
2.0,3,13.686782
0,2,13.692829
2.0,3,13.707481
4.0,5,13.817267
2.0,3,13.831287
1.0,2,13.8421
0,2,13.852427
0,2,13.86283
0,2,13.869718
0,2,13.877077
1.0,2,13.886158
1.0,2,13.894412
0,2,13.987076
2.0,3,13.999304
2.0,3,14.016285
1.0,2,14.02245
2.0,3,14.036317
0,2,14.044416
2.0,3,14.056716
2.0,3,14.06668
1.0,2,14.137558
1.0,2,14.143775
1.0,2,14.150876
0,2,14.159029
1.0,2,14.168608
0,2,14.178209
2.0,3,14.192926
0,2,14.210277
1.0,2,14.220395
1.0,2,14.306303
1.0,2,14.313085
0,2,14.324579
1.0,2,14.334286
5.0,6,14.355242
1.0,2,14.364276
1.0,2,14.37112
0,2,14.378316
1.0,2,14.449751
2.0,3,14.459618
2.0,3,14.470045
0,2,14.478909
1.0,2,14.488175
2.0,3,14.502994
3.0,4,14.523322
3.0,4,14.612026
1.0,2,14.620882
0,2,14.630097
2.0,3,14.643933
1.0,2,14.652427
0,2,14.661453
3.0,4,14.676368
0,2,14.685858
2.0,3,14.781545
3.0,4,14.798815
0,2,14.80936
1.0,2,14.81783
2.0,3,14.831654
1.0,2,14.839326
2.0,3,14.850908
0,2,14.858402
1.0,2,14.927981
1.0,2,14.938282
3.0,4,14.958491
3.0,4,14.976431
2.0,3,14.990159
0,2,14.998528
0,2,15.008558
1.0,2,15.093724
0,2,15.101747
2.0,3,15.117119
2.0,3,15.135545
0,2,15.146398
0,2,15.154551
1.0,2,15.164174
1.0,2,15.174689
3.0,4,15.271129
3.0,4,15.287548
0,2,15.296313
3.0,4,15.314936
0,2,15.325551
3.0,4,15.341597
1.0,2,15.348431
3.0,4,15.419761
0,2,15.432076
0,2,15.441961
1.0,2,15.45179
5.0,6,15.481855
2.0,3,15.49507
3.0,4,15.587895
2.0,3,15.597133
2.0,3,15.610155
0,2,15.617169
0,2,15.630641
0,2,15.641856
1.0,2,15.649271
3.0,4,15.666202
1.0,2,15.750972
0,2,15.75826
0,2,15.766756
1.0,2,15.773395
0,2,15.781368
1.0,2,15.789206
1.0,2,15.797041
2.0,3,15.813087
2.0,3,15.831505
0,2,15.91634
3.0,4,15.935937
0,2,15.942936
3.0,4,15.959948
1.0,2,15.967645
2.0,3,15.97749
1.0,2,15.986384
0,2,16.059435
3.0,4,16.076277
1.0,2,16.084213
1.0,2,16.093233
2.0,3,16.110546
2.0,3,16.125207
0,2,16.133832
0,2,16.14393
0,2,16.218876
2.0,3,16.229252
2.0,3,16.238883
1.0,2,16.247506
0,2,16.253825
0,2,16.262152
0,2,16.280424
1.0,2,16.290213
0,2,16.299672
1.0,2,16.383332
2.0,3,16.394518
1.0,2,16.402787
0,2,16.41069
4.0,5,16.43075
0,2,16.438229
3.0,4,16.457263
2.0,3,16.532396
0,2,16.539261
3.0,4,16.566742
2.0,3,16.579638
1.0,2,16.587994
3.0,4,16.603397
1.0,2,16.613185
0,2,16.696454
0,2,16.703609
0,2,16.710572
0,2,16.720507
0,2,16.728102
1.0,2,16.736289
3.0,4,16.754731
0,2,16.762206
2.0,3,16.77894
1.0,2,16.865008
0,2,16.871341
0,2,16.879243
0,2,16.889132
1.0,2,16.897317
0,2,16.904183
1.0,2,16.91173
2.0,3,16.923291
0,2,16.931214
0,2,17.004533
2.0,3,17.016916
1.0,2,17.025213
1.0,2,17.032662
2.0,3,17.048062
3.0,4,17.068765
3.0,4,17.086211
1.0,2,17.163855
4.0,5,17.179766
4.0,5,17.208341
2.0,3,17.221114
1.0,2,17.231379
2.0,3,17.243818
1.0,2,17.330331
0,2,17.337744
2.0,3,17.352069
1.0,2,17.362814
2.0,3,17.377712
1.0,2,17.392769
2.0,3,17.40737
0,2,17.417219
3.0,4,17.502389
0,2,17.513062
0,2,17.52155
0,2,17.528444
0,2,17.538628
0,2,17.548694
2.0,3,17.56262
2.0,3,17.575511
0,2,17.584216
1.0,2,17.662788
0,2,17.669825
3.0,4,17.68664
1.0,2,17.698017
0,2,17.70687
0,2,17.717333
1.0,2,17.727555
1.0,2,17.73838
3.0,4,17.829057
0,2,17.837026
0,2,17.845963
0,2,17.8541
1.0,2,17.862968
0,2,17.869949
0,2,17.878453
0,2,17.887548
0,2,17.896339
0,2,17.9062
0,2,17.996558
1.0,2,18.005556
0,2,18.015603
4.0,5,18.035918
0,2,18.044389
0,2,18.052101
1.0,2,18.05785
2.0,3,18.069243
2.0,3,18.142816
2.0,3,18.156947
0,2,18.164492
2.0,3,18.180202
2.0,3,18.194089
2.0,3,18.206012
4.0,5,18.301722
1.0,2,18.309389
0,2,18.315923
3.0,4,18.335271
0,2,18.343351
0,2,18.35352
3.0,4,18.370222
2.0,3,18.454447
1.0,2,18.465215
0,2,18.474384
3.0,4,18.488435
0,2,18.496378
0,2,18.503175
0,2,18.51042
2.0,3,18.523823
1.0,2,18.536419
0,2,18.629478
2.0,3,18.643513
1.0,2,18.656272
3.0,4,18.67308
4.0,5,18.696859
1.0,2,18.704125
3.0,4,18.7859
0,2,18.797153
1.0,2,18.804792
1.0,2,18.8132
1.0,2,18.822559
0,2,18.830042
0,2,18.838679
1.0,2,18.849097
0,2,18.857032
3.0,4,18.94728
4.0,5,18.968148
2.0,3,18.984728
0,2,18.996608
2.0,3,19.00803
1.0,2,19.017557
0,2,19.02713
2.0,3,19.11772
1.0,2,19.125213
0,2,19.133414
0,2,19.142105
2.0,3,19.15741
2.0,3,19.17021
1.0,2,19.178684
0,2,19.18649
0,2,19.193058
1.0,2,19.273057
0,2,19.282861
0,2,19.291458
1.0,2,19.299752
1.0,2,19.308045
2.0,3,19.324188
4.0,5,19.348659
3.0,4,19.44445
0,2,19.451021
2.0,3,19.461649
0,2,19.4689
2.0,3,19.480749
2.0,3,19.494447
1.0,3,19.509538
0,2,19.527934
0,2,19.612307
2.0,3,19.623934
0,2,19.63185
2.0,3,19.646007
1.0,2,19.655922
0,2,19.664204
3.0,4,19.680338
3.0,4,19.772624
2.0,3,19.785214
0,2,19.793886
2.0,3,19.807661
1.0,2,19.818089
0,2,19.829998
1.0,2,19.839954
1.0,2,19.848875
2.0,3,19.930427
1.0,2,19.940337
1.0,2,19.947273
4.0,5,19.968561
2.0,3,19.981732
0,2,19.989206
1.0,2,19.996742
1.0,2,20.006745
0,2,20.082617
0,2,20.089597
4.0,5,20.113838
3.0,4,20.132884
2.0,3,20.144178
0,2,20.152651
2.0,3,20.164434
2.0,3,20.252543
1.0,2,20.261688
1.0,2,20.269586
3.0,4,20.286088
3.0,4,20.305533
0,2,20.314423
1.0,2,20.324195
1.0,2,20.415934
0,2,20.424994
3.0,4,20.443518
2.0,3,20.455567
1.0,2,20.464647
2.0,3,20.477052
2.0,3,20.487903
2.0,3,20.564274
3.0,4,20.583178
1.0,2,20.595195
1.0,2,20.605874
1.0,2,20.613547
1.0,2,20.622966
1.0,2,20.632774
1.0,2,20.640407
0,2,20.648289
0,2,20.719714
1.0,2,20.725742
3.0,4,20.740448
3.0,4,20.767242
1.0,2,20.775754
1.0,2,20.784431
1.0,2,20.791741
0,2,20.800616
2.0,3,20.884896
2.0,3,20.895657
1.0,2,20.903383
0,2,20.909979
2.0,3,20.923931
0,2,20.932375
3.0,4,20.956006
0,2,20.9622
5.0,6,21.05799
3.0,4,21.07361
1.0,2,21.082092
2.0,3,21.093548
1.0,2,21.101336
2.0,3,21.113903
0,2,21.189535
0,2,21.196393
2.0,3,21.211179
4.0,5,21.233899
1.0,2,21.244566
0,2,21.253342
1.0,2,21.261491
1.0,2,21.26974
1.0,2,21.347432
0,2,21.353313
2.0,3,21.364288
1.0,2,21.372019
0,2,21.378808
0,2,21.386621
0,2,21.396652
2.0,3,21.41257
1.0,2,21.422436
1.0,2,21.506139
4.0,5,21.525366
0,2,21.53475
1.0,2,21.542984
1.0,2,21.551378
0,2,21.558364
1.0,2,21.565357
1.0,2,21.572389
4.0,5,21.652753
1.0,2,21.66437
1.0,2,21.672434
2.0,3,21.68539
2.0,3,21.698657
1.0,2,21.707926
2.0,3,21.71835
0,2,21.797201
1.0,2,21.805376
1.0,2,21.813857
2.0,3,21.826494
0,2,21.838557
0,2,21.846262
1.0,2,21.856355
0,2,21.863401
4.0,5,21.966035
1.0,2,21.97525
2.0,3,21.989312
3.0,4,22.002575
0,2,22.01087
1.0,2,22.019719
3.0,4,22.040651
0,2,22.051474
1.0,2,22.133744
0,2,22.142869
4.0,5,22.166249
0,2,22.1749
1.0,2,22.183836
0,2,22.190962
0,2,22.199561
0,2,22.209206
3.0,4,22.28964
2.0,3,22.301799
1.0,2,22.309259
2.0,3,22.322478
1.0,2,22.330234
1.0,2,22.337984
0,2,22.349667
1.0,2,22.359388
0,2,22.446133
0,2,22.453654
0,2,22.462718
0,2,22.470752
2.0,3,22.481864
4.0,5,22.502001
4.0,5,22.527751
1.0,2,22.617335
2.0,3,22.628206
1.0,2,22.63646
3.0,4,22.65287
1.0,2,22.660628
1.0,2,22.669068
3.0,4,22.683118
3.0,4,22.766796
1.0,2,22.775676
0,2,22.784204
0,2,22.792782
0,2,22.801356
5.0,6,22.82683
3.0,4,22.922081
2.0,3,22.937285
0,2,22.947126
3.0,4,22.964507
3.0,4,22.982904
0,2,22.992717
1.0,2,23.005195
1.0,2,23.016739
0,2,23.102352
2.0,3,23.116139
0,2,23.124741
0,2,23.132524
1.0,2,23.141556
2.0,3,23.154705
2.0,3,23.166847
2.0,3,23.178546
2.0,3,23.250973
1.0,2,23.259098
3.0,4,23.277727
0,2,23.288076
2.0,3,23.302576
0,2,23.313123
1.0,2,23.321987
2.0,3,23.409947
0,2,23.418052
1.0,2,23.424616
3.0,4,23.439947
0,2,23.450867
1.0,2,23.458862
0,2,23.467581
5.0,6,23.564496
0,2,23.571878
2.0,3,23.584494
0,2,23.591858
2.0,3,23.603068
2.0,3,23.61623
1.0,2,23.624145
0,2,23.631305
3.0,4,23.712144
0,2,23.718556
1.0,2,23.731189
3.0,4,23.754823
1.0,2,23.763618
3.0,4,23.780288
0,2,23.788844
2.0,3,23.872531
1.0,2,23.87928
0,2,23.88568
2.0,3,23.897949
1.0,2,23.906779
1.0,2,23.916623
0,2,23.924863
1.0,2,23.931805
0,2,23.93866
1.0,2,23.945634
1.0,2,24.021176
1.0,2,24.028122
1.0,2,24.035588
0,2,24.044674
4.0,5,24.066284
0,2,24.074084
1.0,2,24.084686
0,2,24.094546
0,2,24.180872
0,2,24.18953
3.0,4,24.204686
0,2,24.213797
3.0,4,24.228173
1.0,2,24.242484
2.0,3,24.255726
0,2,24.267578
3.0,4,24.36249
0,2,24.371776
1.0,2,24.379429
6.0,7,24.404727
1.0,2,24.414964
0,2,24.425233
2.0,3,24.518575
1.0,2,24.527379
0,2,24.535695
1.0,2,24.543418
4.0,5,24.561722
1.0,2,24.571008
0,2,24.577043
1.0,2,24.584799
2.0,3,24.663645
1.0,2,24.670718
1.0,2,24.679621
1.0,2,24.689756
0,2,24.69907
1.0,2,24.707564
0,2,24.715002
0,2,24.724597
1.0,2,24.732305
0,2,24.739946
1.0,2,24.817497
1.0,2,24.824167
2.0,3,24.836467
1.0,2,24.843712
0,2,24.851543
0,2,24.859786
1.0,2,24.867579
0,2,24.876619
1.0,2,24.884027
0,2,24.957833
0,2,24.965956
1.0,2,24.975878
1.0,2,24.983583
1.0,2,24.991614
1.0,2,25.000571
1.0,2,25.009415
1.0,2,25.016361
0,2,25.025685
0,2,25.033941
4.0,5,25.116902
3.0,4,25.130782
3.0,4,25.148679
2.0,3,25.163337
1.0,2,25.172014
0,2,25.181344
0,2,25.264732
3.0,4,25.280612
1.0,2,25.288042
0,2,25.295445
0,2,25.30234
2.0,3,25.314484
1.0,2,25.322822
4.0,5,25.422919
4.0,5,25.44083
2.0,3,25.452851
1.0,2,25.461017
1.0,2,25.469578
1.0,2,25.48027
3.0,4,25.49679
0,2,25.571256
5.0,6,25.596587
1.0,2,25.606836
2.0,3,25.624157
2.0,3,25.640124
1.0,2,25.647416
1.0,2,25.656962
3.0,4,25.745356
1.0,2,25.752723
0,2,25.759713
1.0,2,25.767502
1.0,2,25.774672
0,2,25.780564
0,2,25.787557
0,2,25.795184
1.0,2,25.802811
4.0,5,25.902974
1.0,2,25.912426
3.0,4,25.932217
0,2,25.940728
0,2,25.948304
2.0,3,25.961425
1.0,2,25.968636
1.0,2,26.036438
2.0,3,26.046774
3.0,4,26.069104
3.0,4,26.091283
1.0,2,26.100188
0,2,26.106921
3.0,4,26.125773
2.0,3,26.211617
2.0,3,26.221371
1.0,2,26.229501
1.0,2,26.23565
1.0,2,26.2453
0,2,26.253899
1.0,2,26.260591
1.0,2,26.268989
1.0,2,26.277414
2.0,3,26.358336
0,2,26.366764
0,2,26.375257
2.0,3,26.389302
1.0,2,26.398809
0,2,26.407736
4.0,5,26.429751
1.0,2,26.511808
0,2,26.517446
0,2,26.526133
2.0,3,26.542116
3.0,4,26.557651
3.0,4,26.573369
0,2,26.581592
3.0,4,26.670731
2.0,3,26.679965
1.0,2,26.687722
1.0,2,26.694172
2.0,3,26.706862
2.0,3,26.718432
1.0,2,26.729348
0,2,26.739438
0,2,26.821093
3.0,4,26.835429
3.0,4,26.852551
0,2,26.861361
1.0,2,26.868942
2.0,3,26.881868
4.0,5,26.962313
1.0,2,26.969491
1.0,2,26.980283
0,2,26.990835
5.0,6,27.016155
3.0,4,27.029559
0,2,27.037051
2.0,3,27.118395
2.0,3,27.127639
1.0,2,27.133923
0,2,27.141336
0,2,27.148433
0,2,27.163552
1.0,2,27.172855
0,2,27.181517
1.0,2,27.192297
1.0,2,27.277715
2.0,3,27.287678
3.0,4,27.305578
2.0,3,27.320405
2.0,3,27.339332
