#{"t_start": 1514340648.891894, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
0,1,6.833581
1.0,2,6.846417
0,2,6.855783
2.0,3,6.870448
0,1,6.874906
0,2,6.881072
0,2,6.888339
1.0,2,6.974056
1.0,2,6.982195
0,1,6.986555
0,2,6.996198
1.0,2,7.004359
0,2,7.014173
0,2,7.021283
0,2,7.0298
2.0,3,7.042767
1.0,2,7.051954
1.0,2,7.122201
2.0,3,7.135874
0,2,7.144423
1.0,2,7.154057
0,2,7.162287
0,2,7.170326
0,2,7.179138
0,1,7.18389
2.0,3,7.197822
0,2,7.205662
1.0,2,7.286466
0,2,7.294281
1.0,2,7.300446
1.0,2,7.309397
0,2,7.317186
0,2,7.325567
1.0,2,7.336259
1.0,2,7.34565
1.0,2,7.35442
0,1,7.358506
0,1,7.363485
1.0,2,7.441408
0,2,7.450037
1.0,2,7.459217
0,2,7.46743
1.0,2,7.477507
0,2,7.484846
2.0,3,7.498379
1.0,2,7.510414
0,2,7.5195
0,2,7.59485
0,2,7.60363
2.0,3,7.618635
0,2,7.627086
2.0,3,7.641606
2.0,3,7.656301
0,2,7.664235
0,1,7.669551
1.0,2,7.678667
0,2,7.764776
2.0,3,7.775394
1.0,2,7.784572
1.0,2,7.792301
2.0,3,7.802227
0,2,7.812448
1.0,2,7.823596
1.0,2,7.831717
1.0,2,7.83942
1.0,2,7.920988
0,2,7.929558
0,2,7.939486
1.0,2,7.951367
1.0,2,7.964032
1.0,2,7.973222
0,2,7.982265
1.0,2,7.993918
2.0,3,8.008012
0,2,8.017629
1.0,2,8.096187
2.0,3,8.111618
3.0,4,8.131737
1.0,2,8.139637
0,2,8.146688
1.0,2,8.154969
1.0,2,8.163563
0,2,8.173579
1.0,2,8.258059
0,2,8.266311
0,2,8.27482
0,2,8.282772
3.0,4,8.301403
0,2,8.313323
0,2,8.323269
0,2,8.33239
2.0,3,8.346807
0,2,8.438287
1.0,2,8.448157
3.0,4,8.466377
0,2,8.472406
1.0,2,8.480113
4.0,5,8.503849
1.0,2,8.521349
4.0,5,8.621128
1.0,2,8.628833
0,2,8.635552
0,2,8.646663
0,2,8.655484
3.0,4,8.670278
1.0,2,8.679083
0,2,8.687661
0,2,8.757306
1.0,2,8.764727
2.0,3,8.779528
2.0,3,8.801295
0,2,8.811786
2.0,3,8.826786
0,2,8.836408
0,2,8.847149
2.0,3,8.939185
1.0,2,8.948187
2.0,3,8.961124
1.0,2,8.971214
3.0,4,8.988382
0,2,9.004086
2.0,3,9.017233
0,2,9.028389
1.0,2,9.115181
0,2,9.124747
0,2,9.134285
1.0,2,9.142443
0,2,9.149664
0,2,9.157394
1.0,2,9.166333
1.0,2,9.173994
0,2,9.181776
1.0,2,9.188929
0,2,9.271896
1.0,2,9.280034
0,2,9.29024
0,2,9.298409
1.0,2,9.307859
0,2,9.31496
2.0,3,9.328843
1.0,2,9.33787
4.0,5,9.423909
1.0,2,9.435403
1.0,2,9.446704
1.0,2,9.455952
1.0,2,9.465887
2.0,3,9.478397
2.0,3,9.49431
1.0,2,9.503311
1.0,2,9.515948
1.0,2,9.601466
1.0,2,9.610248
1.0,2,9.619536
2.0,3,9.633977
2.0,3,9.645271
0,2,9.654438
2.0,3,9.668383
1.0,2,9.674884
3.0,4,9.756685
1.0,2,9.765511
0,2,9.775509
2.0,3,9.788391
0,2,9.799646
1.0,2,9.811308
4.0,5,9.831524
0,2,9.915363
0,2,9.924036
0,2,9.929836
2.0,3,9.942018
0,2,9.949382
3.0,4,9.975077
5.0,6,10.001704
0,2,10.087716
0,2,10.097088
2.0,3,10.109106
0,2,10.117103
0,2,10.126711
1.0,2,10.138773
4.0,5,10.162523
0,2,10.176755
0,2,10.265865
0,2,10.279458
0,2,10.292507
0,2,10.303522
1.0,2,10.311852
2.0,3,10.322698
1.0,2,10.330921
1.0,2,10.336942
0,2,10.344222
0,2,10.434289
3.0,4,10.453963
1.0,2,10.463249
1.0,2,10.471424
1.0,2,10.480349
3.0,4,10.495363
0,2,10.505285
1.0,2,10.514501
0,2,10.588216
0,2,10.597972
1.0,2,10.609736
1.0,2,10.617534
0,2,10.628976
0,2,10.640059
1.0,2,10.649427
2.0,3,10.666306
1.0,2,10.675888
2.0,3,10.767432
0,2,10.775688
0,2,10.783693
1.0,2,10.789955
4.0,5,10.816889
2.0,3,10.832893
4.0,5,10.853504
0,2,10.942649
0,2,10.950619
2.0,3,10.967182
1.0,2,10.977827
0,2,10.989669
0,2,10.999954
0,2,11.009622
2.0,3,11.027031
1.0,2,11.035343
0,2,11.120899
2.0,3,11.131366
0,2,11.139336
0,2,11.147447
0,2,11.155852
0,2,11.16337
1.0,2,11.171629
0,2,11.181161
1.0,2,11.187247
1.0,2,11.275991
0,2,11.282556
1.0,2,11.292814
0,2,11.300603
1.0,2,11.308608
0,2,11.318239
5.0,6,11.344804
3.0,4,11.423386
4.0,5,11.447817
4.0,5,11.466921
1.0,2,11.474847
4.0,5,11.495585
0,2,11.505143
1.0,2,11.584876
0,2,11.590904
4.0,5,11.611238
3.0,4,11.631706
3.0,4,11.654935
1.0,2,11.66498
0,2,11.754368
0,2,11.762027
1.0,2,11.76985
0,2,11.777361
0,2,11.785021
1.0,2,11.793418
1.0,2,11.800901
3.0,4,11.815293
0,2,11.825842
2.0,3,11.910893
1.0,2,11.9201
0,2,11.928552
2.0,3,11.939111
1.0,2,11.947397
3.0,4,11.963551
0,2,11.971212
1.0,2,11.980379
1.0,2,12.044938
0,2,12.057256
1.0,2,12.065936
2.0,3,12.080195
0,2,12.088006
2.0,3,12.099964
1.0,2,12.109012
0,2,12.117025
0,2,12.124884
1.0,2,12.205028
0,2,12.210953
1.0,2,12.21724
4.0,5,12.238045
1.0,2,12.250101
1.0,2,12.258246
1.0,2,12.269135
1.0,2,12.280376
0,2,12.289447
1.0,2,12.373393
1.0,2,12.380522
3.0,4,12.398788
3.0,4,12.421467
0,2,12.4291
4.0,5,12.446329
2.0,3,12.533346
2.0,3,12.546012
0,2,12.554253
1.0,2,12.563049
0,2,12.571424
1.0,2,12.579561
0,2,12.589114
4.0,5,12.608991
0,2,12.683007
2.0,3,12.693261
3.0,4,12.717418
2.0,3,12.731126
2.0,3,12.745867
0,2,12.754415
1.0,2,12.761601
0,2,12.847866
0,2,12.855415
4.0,5,12.878269
4.0,5,12.905085
1.0,2,12.914187
0,2,12.922822
1.0,2,12.933235
1.0,2,13.018467
0,2,13.026206
2.0,3,13.039352
0,2,13.047645
2.0,3,13.057618
0,2,13.063816
0,2,13.070543
1.0,2,13.079672
0,2,13.093326
0,2,13.175076
0,2,13.181569
1.0,2,13.189159
2.0,3,13.200756
0,2,13.208924
0,2,13.218564
1.0,2,13.229058
0,2,13.23774
2.0,3,13.250045
2.0,3,13.32819
0,2,13.334771
0,2,13.342653
3.0,4,13.362487
2.0,3,13.378446
1.0,2,13.387923
1.0,2,13.396774
1.0,2,13.405227
0,2,13.488008
2.0,3,13.498355
3.0,4,13.514105
1.0,2,13.520752
2.0,3,13.536746
3.0,4,13.554564
1.0,2,13.568846
0,2,13.662455
1.0,2,13.674588
0,2,13.684732
3.0,4,13.707726
0,2,13.718049
2.0,3,13.728856
0,2,13.737987
1.0,2,13.747592
2.0,3,13.846754
3.0,4,13.865688
1.0,2,13.876975
2.0,3,13.894963
0,2,13.90263
3.0,4,13.917555
4.0,5,14.022563
0,2,14.030083
1.0,2,14.039898
1.0,2,14.052692
0,2,14.059468
2.0,3,14.070983
0,2,14.080138
4.0,5,14.099322
4.0,5,14.179814
1.0,2,14.186957
2.0,3,14.199672
0,2,14.208575
0,2,14.218199
3.0,4,14.244608
0,2,14.253099
1.0,2,14.341542
2.0,3,14.354534
0,2,14.364435
0,2,14.373689
3.0,4,14.387851
1.0,2,14.395697
0,2,14.403702
3.0,4,14.418142
3.0,4,14.495607
2.0,3,14.505984
2.0,3,14.521207
0,2,14.529538
3.0,4,14.547489
2.0,3,14.564134
1.0,2,14.645219
2.0,3,14.656289
2.0,3,14.669967
2.0,3,14.684751
2.0,3,14.696604
3.0,4,14.712092
0,2,14.721951
1.0,2,14.812551
0,2,14.822256
1.0,2,14.831523
3.0,4,14.849612
2.0,3,14.86193
2.0,3,14.875394
0,2,14.884089
1.0,2,14.890957
0,2,14.960901
3.0,4,14.980012
0,2,14.98874
2.0,3,15.002129
1.0,2,15.011456
2.0,3,15.025037
3.0,4,15.043523
0,2,15.129342
0,2,15.137561
3.0,4,15.157867
0,2,15.170411
2.0,3,15.186361
2.0,3,15.200261
0,2,15.209723
1.0,2,15.217235
1.0,2,15.30847
1.0,2,15.315142
2.0,3,15.328738
1.0,2,15.337162
2.0,3,15.350744
2.0,3,15.364784
0,2,15.372905
0,2,15.380439
0,2,15.388739
1.0,2,15.452492
3.0,4,15.472365
1.0,2,15.482788
1.0,2,15.491687
0,2,15.501179
0,2,15.510703
0,2,15.522179
3.0,4,15.540717
2.0,3,15.626839
0,2,15.633121
0,2,15.642117
2.0,3,15.65335
2.0,3,15.672589
2.0,3,15.685294
1.0,2,15.693942
0,2,15.702116
1.0,2,15.786517
4.0,5,15.806024
1.0,2,15.813227
2.0,3,15.825249
0,2,15.833193
2.0,3,15.849246
1.0,2,15.858915
2.0,3,15.951072
2.0,3,15.965602
0,2,15.975693
1.0,2,15.983383
4.0,5,16.003452
1.0,2,16.010602
1.0,2,16.018331
2.0,3,16.095523
0,2,16.102736
1.0,2,16.111559
4.0,5,16.133941
4.0,5,16.160619
2.0,3,16.175216
0,2,16.182902
1.0,2,16.258546
1.0,2,16.264405
1.0,2,16.271415
0,2,16.278805
1.0,2,16.28631
1.0,2,16.293915
5.0,6,16.33101
1.0,2,16.338714
2.0,3,16.42616
1.0,2,16.434354
2.0,3,16.44565
2.0,3,16.458541
1.0,2,16.465226
1.0,2,16.474135
2.0,3,16.486423
1.0,2,16.497585
1.0,2,16.567624
1.0,2,16.574228
0,2,16.589703
0,2,16.601648
2.0,3,16.615718
3.0,4,16.631524
2.0,3,16.646508
0,2,16.654527
1.0,2,16.735957
0,2,16.742712
1.0,2,16.750959
1.0,2,16.759919
0,2,16.767289
0,2,16.775187
1.0,2,16.784534
1.0,2,16.794451
1.0,2,16.803241
1.0,2,16.814493
4.0,5,16.91145
0,2,16.920075
0,2,16.929185
0,2,16.937484
0,2,16.944018
0,2,16.951875
2.0,3,16.963108
3.0,4,17.044911
1.0,2,17.052846
0,2,17.061084
1.0,2,17.071147
3.0,4,17.089667
2.0,3,17.104245
1.0,2,17.113014
2.0,3,17.125681
4.0,5,17.213184
0,2,17.22702
1.0,2,17.235939
6.0,7,17.26627
0,2,17.275442
0,2,17.283483
0,2,17.369584
0,2,17.377637
1.0,2,17.388053
2.0,3,17.402116
2.0,3,17.418188
0,2,17.433481
3.0,4,17.452845
1.0,2,17.462671
0,2,17.538209
1.0,2,17.549366
1.0,2,17.557563
3.0,4,17.57468
0,2,17.584781
0,2,17.593716
1.0,2,17.603384
4.0,5,17.695902
0,2,17.701998
1.0,2,17.709403
3.0,4,17.728759
2.0,3,17.743001
3.0,4,17.76214
1.0,2,17.772911
1.0,2,17.784185
4.0,5,17.877743
0,2,17.885669
0,2,17.893349
0,2,17.902464
1.0,2,17.909467
0,2,17.918429
1.0,2,17.926858
1.0,2,17.936213
3.0,4,18.037024
1.0,2,18.047138
3.0,4,18.063994
2.0,3,18.075834
0,2,18.084364
3.0,4,18.097395
0,2,18.105319
3.0,4,18.18268
1.0,2,18.193
0,2,18.202197
0,2,18.210751
2.0,3,18.225466
0,2,18.233114
2.0,3,18.246357
1.0,2,18.255096
0,2,18.33779
1.0,2,18.345532
0,2,18.351974
2.0,3,18.365961
0,2,18.374298
2.0,3,18.389231
0,2,18.398089
2.0,3,18.40955
1.0,2,18.490921
1.0,2,18.502389
0,2,18.509378
0,2,18.516349
0,2,18.524481
1.0,2,18.531671
3.0,4,18.546623
2.0,3,18.560011
0,2,18.571775
1.0,2,18.665329
0,2,18.673621
0,2,18.68588
0,2,18.697333
0,2,18.704894
1.0,2,18.716045
0,2,18.724045
0,2,18.732389
1.0,2,18.740185
0,2,18.748935
0,2,18.81974
1.0,2,18.830931
1.0,2,18.840751
1.0,2,18.849011
0,2,18.857706
1.0,2,18.866226
2.0,3,18.879483
3.0,4,18.896174
1.0,2,18.979461
2.0,3,18.991512
5.0,6,19.019309
1.0,2,19.030579
0,2,19.040063
1.0,2,19.049205
0,2,19.058379
1.0,2,19.067814
0,2,19.152853
2.0,3,19.164175
3.0,4,19.184263
3.0,4,19.201783
1.0,2,19.210172
0,2,19.21806
3.0,4,19.303297
0,2,19.315861
3.0,4,19.331698
0,2,19.340094
0,2,19.349061
1.0,2,19.357252
3.0,4,19.379587
1.0,2,19.391389
1.0,2,19.476178
0,2,19.483469
3.0,4,19.497602
0,2,19.504936
1.0,2,19.512205
1.0,2,19.521392
0,2,19.530373
1.0,2,19.538509
0,2,19.556854
1.0,2,19.643984
0,2,19.651398
0,2,19.65908
1.0,2,19.66768
1.0,2,19.677205
0,2,19.686716
0,2,19.695666
0,2,19.704368
0,2,19.712568
2.0,3,19.725762
1.0,2,19.808718
0,2,19.817017
2.0,3,19.829878
1.0,2,19.838922
1.0,2,19.849391
1.0,2,19.858918
3.0,4,19.87905
2.0,3,19.892241
2.0,3,19.973989
0,2,19.984167
1.0,2,19.992815
1.0,2,20.000399
3.0,4,20.016549
1.0,2,20.024705
0,2,20.032795
0,2,20.041861
0,2,20.118611
0,2,20.125693
0,2,20.133857
3.0,4,20.153969
0,2,20.162822
1.0,2,20.17253
2.0,3,20.184309
2.0,3,20.195883
0,2,20.281273
0,2,20.288565
3.0,4,20.305716
1.0,2,20.313747
0,2,20.321682
1.0,2,20.327944
1.0,2,20.338756
1.0,2,20.35034
1.0,2,20.36017
3.0,4,20.45922
2.0,3,20.474323
0,2,20.483738
2.0,3,20.495359
1.0,2,20.504129
3.0,4,20.520393
2.0,3,20.531486
2.0,3,20.609057
1.0,2,20.620713
1.0,2,20.632226
2.0,3,20.645411
2.0,3,20.658335
0,2,20.666812
1.0,2,20.675652
0,2,20.683709
1.0,2,20.755786
1.0,2,20.761811
3.0,4,20.776219
1.0,2,20.79218
0,2,20.802833
3.0,4,20.819509
0,2,20.82774
1.0,2,20.836403
5.0,6,20.931685
1.0,2,20.939493
1.0,2,20.94602
2.0,3,20.958193
2.0,3,20.972427
2.0,3,20.992016
0,2,20.998309
2.0,3,21.085032
0,2,21.090741
1.0,2,21.09874
1.0,2,21.105705
0,2,21.114581
3.0,4,21.128947
0,2,21.136426
3.0,4,21.221188
0,2,21.228858
0,2,21.236634
2.0,3,21.250642
3.0,4,21.269644
0,2,21.279866
2.0,3,21.292463
0,2,21.300834
1.0,2,21.379962
5.0,6,21.400201
2.0,3,21.411354
1.0,2,21.418682
0,2,21.42656
1.0,2,21.438983
0,2,21.447587
0,2,21.457743
3.0,4,21.549854
3.0,4,21.565013
2.0,3,21.579061
0,2,21.586748
1.0,2,21.594512
1.0,2,21.601371
3.0,4,21.672246
1.0,2,21.68402
0,2,21.694578
1.0,2,21.703825
1.0,2,21.713252
2.0,3,21.725491
3.0,4,21.743375
1.0,2,21.750771
2.0,3,21.8343
0,2,21.84169
2.0,3,21.854146
3.0,4,21.87461
1.0,2,21.882233
3.0,4,21.899487
0,2,21.908185
0,2,21.916008
0,2,22.006034
3.0,4,22.025509
1.0,2,22.032174
0,2,22.038737
1.0,2,22.047006
1.0,2,22.056
0,2,22.066334
1.0,2,22.0771
1.0,2,22.088486
2.0,3,22.173152
4.0,5,22.197251
1.0,2,22.207713
6.0,7,22.235507
0,2,22.245275
4.0,5,22.328943
0,2,22.337011
6.0,7,22.365582
3.0,4,22.382661
1.0,2,22.395026
4.0,5,22.493966
0,2,22.50344
1.0,2,22.509673
0,2,22.517874
1.0,2,22.526071
3.0,4,22.541252
0,2,22.552501
1.0,2,22.563655
1.0,2,22.653238
0,2,22.659899
0,2,22.668598
2.0,3,22.68015
0,2,22.688991
0,2,22.696014
1.0,2,22.705164
0,2,22.712636
1.0,2,22.71928
1.0,2,22.795224
3.0,4,22.811198
2.0,3,22.825419
0,2,22.832962
0,2,22.841648
1.0,2,22.849375
0,2,22.858343
0,2,22.867921
1.0,2,22.875751
1.0,2,22.964463
2.0,3,22.978163
0,2,22.98705
1.0,2,22.995674
1.0,2,23.006782
2.0,3,23.019081
1.0,2,23.028329
1.0,2,23.040039
1.0,2,23.053496
0,2,23.138293
4.0,5,23.160794
0,2,23.168392
1.0,2,23.176544
2.0,3,23.189742
4.0,5,23.209645
4.0,5,23.290372
3.0,4,23.307371
0,2,23.318129
2.0,3,23.333139
0,2,23.341836
2.0,3,23.357322
0,2,23.367805
0,2,23.449923
1.0,2,23.456953
0,2,23.464781
1.0,2,23.471977
1.0,2,23.481579
3.0,4,23.499404
4.0,5,23.518602
0,2,23.599174
0,2,23.60796
0,2,23.61553
0,2,23.624341
0,2,23.631812
2.0,3,23.643475
1.0,2,23.651492
0,2,23.659557
1.0,2,23.667472
1.0,2,23.67854
0,2,23.748106
0,2,23.754616
4.0,5,23.784981
2.0,3,23.799556
0,2,23.807582
0,2,23.81545
1.0,2,23.823415
0,2,23.832564
0,2,23.911386
4.0,5,23.928798
2.0,3,23.94245
1.0,2,23.952165
1.0,2,23.960889
3.0,4,23.974705
1.0,2,23.981541
0,2,24.057333
2.0,3,24.06765
0,2,24.075299
1.0,2,24.084802
3.0,4,24.102209
2.0,3,24.11692
2.0,3,24.12948
0,2,24.217098
1.0,2,24.225644
2.0,3,24.237255
2.0,3,24.248456
3.0,4,24.264166
5.0,6,24.29646
0,2,24.383955
0,2,24.394549
3.0,4,24.411465
0,2,24.419203
3.0,4,24.434081
0,2,24.440667
2.0,3,24.456209
2.0,3,24.55127
3.0,4,24.567119
3.0,4,24.582357
4.0,5,24.603091
3.0,4,24.617162
3.0,4,24.698529
1.0,2,24.706798
3.0,4,24.724766
1.0,2,24.734923
6.0,7,24.763817
3.0,4,24.849908
0,2,24.856236
0,2,24.863313
0,2,24.872191
2.0,3,24.883623
4.0,5,24.90308
2.0,3,24.915571
1.0,2,24.92313
1.0,2,24.998737
1.0,2,25.006733
2.0,3,25.019165
2.0,3,25.031986
2.0,3,25.044273
1.0,2,25.05213
2.0,3,25.065024
1.0,2,25.073796
0,2,25.147738
1.0,2,25.15298
0,2,25.159471
0,2,25.166969
2.0,3,25.181375
1.0,2,25.189982
2.0,3,25.202878
0,2,25.212862
0,2,25.220551
2.0,3,25.308338
3.0,4,25.324086
1.0,2,25.33165
0,2,25.338461
2.0,3,25.350271
0,2,25.35862
0,2,25.36659
3.0,4,25.462185
1.0,2,25.469235
1.0,2,25.476754
5.0,6,25.499994
1.0,2,25.509401
0,2,25.520693
1.0,2,25.527454
0,2,25.536743
2.0,3,25.61365
1.0,2,25.619987
1.0,2,25.631644
0,2,25.642805
1.0,2,25.654609
0,2,25.66632
1.0,2,25.675637
0,2,25.683614
0,2,25.692341
2.0,3,25.777608
3.0,4,25.793138
0,2,25.799918
1.0,2,25.80668
1.0,2,25.81388
1.0,2,25.819633
0,2,25.827745
0,2,25.834965
0,2,25.842959
0,2,25.930231
2.0,3,25.942806
4.0,5,25.967342
2.0,3,25.979918
1.0,2,25.987619
0,2,25.997463
3.0,4,26.072345
0,2,26.078811
1.0,2,26.085668
1.0,2,26.099591
1.0,2,26.112002
2.0,3,26.12622
3.0,4,26.143555
1.0,2,26.154743
0,2,26.161788
5.0,6,26.257227
2.0,3,26.26833
3.0,4,26.285417
1.0,2,26.293061
0,2,26.301457
4.0,5,26.391546
0,2,26.397797
0,2,26.408333
3.0,4,26.424608
0,2,26.433889
0,2,26.443012
1.0,2,26.452143
0,2,26.460822
0,2,26.46933
0,2,26.550521
0,2,26.557026
0,2,26.569528
2.0,3,26.581718
1.0,2,26.590557
0,2,26.596832
0,2,26.605242
3.0,4,26.621512
0,2,26.703192
1.0,2,26.709518
1.0,2,26.715949
0,2,26.723744
4.0,5,26.741982
1.0,2,26.750187
0,2,26.760545
4.0,5,26.855854
0,2,26.863555
2.0,3,26.874761
2.0,3,26.888724
0,2,26.897526
1.0,2,26.904958
0,2,26.913901
0,2,26.922224
0,2,26.929101
1.0,2,26.99662
1.0,2,27.004852
1.0,2,27.015568
1.0,2,27.026736
3.0,4,27.04363
0,2,27.051404
1.0,2,27.058376
0,2,27.065986
2.0,3,27.076311
1.0,2,27.154609
3.0,4,27.166536
2.0,3,27.177393
0,2,27.183726
1.0,2,27.196738
0,2,27.208571
2.0,3,27.223976
1.0,2,27.232986
1.0,2,27.316697
0,2,27.323613
1.0,2,27.332183
0,2,27.340684
1.0,2,27.350073
3.0,4,27.375175
1.0,2,27.384557
0,2,27.391881
3.0,4,27.468433
2.0,3,27.484795
4.0,5,27.508094
0,2,27.51708
2.0,3,27.528914
3.0,4,27.546589
2.0,3,27.631002
0,2,27.63771
2.0,3,27.648999
5.0,6,27.678101
2.0,3,27.693099
0,2,27.704336
1.0,2,27.713798
1.0,2,27.797819
0,2,27.80513
