#{"t_start": 1514340648.8988318, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
0,2,5.394819
0,2,5.404226
1.0,2,5.49
1.0,2,5.499226
0,1,5.506429
0,2,5.517022
0,2,5.526176
0,1,5.530011
0,1,5.534165
0,1,5.53843
2.0,3,5.551051
3.0,4,5.567705
0,1,5.57388
1.0,2,5.643178
0,2,5.652585
0,2,5.664037
0,2,5.672726
0,2,5.682154
1.0,2,5.691395
1.0,2,5.699408
0,2,5.709128
1.0,2,5.720438
2.0,3,5.800418
1.0,2,5.807364
3.0,4,5.825088
0,2,5.839448
0,2,5.84868
0,1,5.854369
0,2,5.862963
0,2,5.872807
0,2,5.882322
0,1,5.887094
0,2,5.967897
0,1,5.971666
0,2,5.979656
0,1,5.983825
0,2,5.993554
0,2,6.002117
0,2,6.009742
0,2,6.018747
0,2,6.02845
1.0,2,6.036403
0,2,6.045211
0,2,6.126939
0,2,6.13688
0,1,6.141681
0,1,6.147711
2.0,3,6.161359
1.0,2,6.171077
0,2,6.180398
2.0,3,6.192697
0,2,6.201224
0,1,6.204822
0,1,6.209325
0,2,6.281646
0,1,6.28841
1.0,2,6.296612
0,2,6.306949
1.0,2,6.316189
0,1,6.320935
1.0,2,6.330297
0,1,6.334147
0,1,6.338411
1.0,2,6.345784
0,2,6.354219
0,2,6.362182
2.0,3,6.450768
2.0,3,6.466519
1.0,2,6.475006
1.0,2,6.483882
0,1,6.488957
0,1,6.49221
0,2,6.500869
0,1,6.508765
0,1,6.514591
1.0,2,6.523963
0,1,6.527813
0,2,6.536612
0,2,6.621813
0,2,6.631844
1.0,2,6.641279
0,2,6.651182
0,1,6.655788
0,2,6.665298
1.0,2,6.674472
1.0,2,6.680948
0,1,6.684762
0,2,6.692665
0,1,6.696388
0,2,6.793991
0,2,6.803478
0,1,6.808622
0,1,6.814225
0,2,6.826919
1.0,2,6.839524
0,1,6.843731
0,1,6.848969
0,2,6.859574
0,1,6.863525
1.0,2,6.871484
1.0,2,6.878564
1.0,2,6.886019
0,2,6.971802
2.0,3,6.984217
1.0,2,6.993472
1.0,2,7.003308
0,2,7.011225
1.0,2,7.019985
1.0,2,7.02815
0,2,7.035871
0,2,7.043525
1.0,2,7.115214
0,1,7.121258
0,2,7.129205
2.0,3,7.141389
1.0,2,7.150789
0,2,7.159037
0,2,7.168739
1.0,2,7.17801
0,2,7.185025
1.0,2,7.194671
0,1,7.198707
0,2,7.280166
0,2,7.286201
0,2,7.294538
1.0,2,7.303472
2.0,3,7.314378
1.0,2,7.323178
0,1,7.330362
1.0,2,7.339705
0,2,7.348505
0,2,7.357379
1.0,2,7.433845
1.0,2,7.444176
0,1,7.447726
1.0,2,7.456292
0,2,7.464835
2.0,3,7.47852
1.0,2,7.487097
1.0,2,7.49895
2.0,3,7.51262
2.0,3,7.592683
0,1,7.597233
3.0,4,7.616617
1.0,2,7.625157
1.0,2,7.63549
1.0,2,7.644371
0,1,7.64988
1.0,2,7.658069
2.0,3,7.671821
1.0,2,7.757913
0,2,7.765102
1.0,2,7.773362
1.0,2,7.781613
0,2,7.788424
1.0,2,7.79659
1.0,2,7.805562
1.0,2,7.816885
2.0,3,7.828641
2.0,3,7.915184
0,2,7.922677
1.0,2,7.933907
1.0,2,7.94517
0,2,7.957153
0,2,7.967872
0,2,7.975368
1.0,2,7.986948
3.0,4,8.007698
0,1,8.010702
2.0,3,8.09368
0,2,8.104764
1.0,2,8.116011
0,2,8.124846
0,2,8.132795
1.0,2,8.140718
1.0,2,8.149036
1.0,2,8.15654
1.0,2,8.166686
0,2,8.251522
2.0,3,8.263525
3.0,4,8.278998
1.0,2,8.289831
0,2,8.303273
0,2,8.312003
1.0,2,8.322644
0,2,8.332083
0,2,8.339877
3.0,4,8.442116
0,2,8.45126
2.0,3,8.462977
1.0,2,8.469424
0,2,8.477517
2.0,3,8.491892
0,2,8.501437
0,2,8.520648
1.0,2,8.606275
5.0,6,8.630754
1.0,2,8.641491
2.0,3,8.652448
0,2,8.660362
1.0,2,8.66891
2.0,3,8.681889
2.0,3,8.754346
2.0,3,8.767342
2.0,3,8.789244
0,2,8.800349
0,2,8.811686
2.0,3,8.825803
0,2,8.834988
0,2,8.84628
1.0,2,8.932308
3.0,4,8.948853
0,2,8.958624
2.0,3,8.972952
2.0,3,8.989884
0,2,9.001492
1.0,2,9.012336
1.0,2,9.021543
1.0,2,9.110631
0,2,9.117982
0,2,9.128454
2.0,3,9.139477
0,2,9.147362
1.0,2,9.155058
2.0,3,9.166964
5.0,6,9.265001
0,2,9.273738
0,2,9.283257
2.0,3,9.296277
0,2,9.304814
0,2,9.313021
1.0,2,9.321927
4.0,5,9.343153
4.0,5,9.433061
3.0,4,9.452737
0,2,9.462914
0,2,9.471562
3.0,4,9.49121
1.0,2,9.504911
0,2,9.590329
0,2,9.600033
0,2,9.608962
0,2,9.617435
0,2,9.627102
0,2,9.634674
3.0,4,9.651968
2.0,3,9.665095
3.0,4,9.74577
0,2,9.754669
1.0,2,9.765631
0,2,9.772718
1.0,2,9.781562
5.0,6,9.813973
2.0,3,9.824678
1.0,2,9.908665
4.0,5,9.929466
2.0,3,9.938396
1.0,2,9.947437
2.0,3,9.96535
0,2,9.976371
1.0,2,9.985612
0,2,9.99684
2.0,3,10.08566
3.0,4,10.102494
2.0,3,10.114239
1.0,2,10.125548
2.0,3,10.139929
0,2,10.150596
1.0,2,10.165044
0,2,10.255201
1.0,2,10.268295
1.0,2,10.281065
1.0,2,10.292143
1.0,2,10.300777
2.0,3,10.311888
1.0,2,10.321033
2.0,3,10.330112
1.0,2,10.33836
1.0,2,10.426257
0,2,10.436534
1.0,2,10.446239
1.0,2,10.455474
1.0,2,10.463536
1.0,2,10.472527
2.0,3,10.484675
1.0,2,10.494226
1.0,2,10.503395
3.0,4,10.586561
1.0,2,10.598421
0,2,10.606209
2.0,3,10.623872
1.0,2,10.633267
1.0,2,10.643612
0,2,10.654532
0,2,10.663813
2.0,3,10.679509
1.0,2,10.764377
0,2,10.772845
1.0,2,10.780387
1.0,2,10.787259
1.0,2,10.795417
0,2,10.809515
0,2,10.819183
1.0,2,10.830002
2.0,3,10.84189
4.0,5,10.943798
0,2,10.953015
0,2,10.964346
2.0,3,10.982902
2.0,3,10.998089
2.0,3,11.014271
0,2,11.023993
3.0,4,11.117103
2.0,3,11.128419
1.0,2,11.13652
0,2,11.145912
2.0,3,11.157688
2.0,3,11.169916
2.0,3,11.180379
2.0,3,11.27217
2.0,3,11.284162
1.0,2,11.292655
1.0,2,11.302568
0,2,11.309482
0,2,11.318769
5.0,6,11.346624
0,2,11.416472
1.0,2,11.429176
4.0,5,11.449795
1.0,2,11.455966
0,2,11.463672
0,2,11.472204
1.0,2,11.480064
0,2,11.488844
1.0,2,11.498306
0,2,11.576451
1.0,2,11.584065
1.0,2,11.593466
0,2,11.60152
0,2,11.609411
0,2,11.61756
0,2,11.634085
0,2,11.643
0,2,11.653388
1.0,2,11.661797
3.0,4,11.759025
2.0,3,11.770487
2.0,3,11.781952
0,2,11.791258
0,2,11.797194
1.0,2,11.803369
1.0,2,11.812921
1.0,2,11.823611
0,2,11.904022
0,2,11.911228
2.0,3,11.924561
2.0,3,11.936465
2.0,3,11.948792
1.0,2,11.957897
1.0,2,11.964178
0,2,11.972586
0,2,12.038064
1.0,2,12.049695
1.0,2,12.059221
3.0,4,12.077922
4.0,5,12.097661
0,2,12.105888
0,2,12.114527
0,2,12.122123
0,2,12.201294
0,2,12.20734
1.0,2,12.214562
0,2,12.222499
0,2,12.231143
1.0,2,12.243018
0,2,12.252714
0,2,12.262389
2.0,3,12.278235
2.0,3,12.366841
1.0,2,12.375201
1.0,2,12.382604
0,2,12.392282
0,2,12.398818
4.0,5,12.425158
1.0,2,12.432176
1.0,2,12.4395
1.0,2,12.523234
1.0,2,12.53147
0,2,12.539143
1.0,2,12.547731
2.0,3,12.561623
2.0,3,12.57284
1.0,2,12.583996
3.0,4,12.599118
2.0,3,12.676128
0,2,12.682771
0,2,12.68946
0,2,12.704034
1.0,2,12.716107
2.0,3,12.72914
1.0,2,12.740346
4.0,5,12.75959
1.0,2,12.845237
2.0,3,12.85902
4.0,5,12.879684
0,2,12.893455
1.0,2,12.904153
0,2,12.912368
1.0,2,12.920008
0,2,12.929537
1.0,2,13.016294
2.0,3,13.027753
0,2,13.036922
3.0,4,13.050992
1.0,2,13.056974
1.0,2,13.063709
2.0,3,13.078938
0,2,13.089425
0,2,13.171839
0,2,13.178779
0,2,13.187161
1.0,2,13.195096
1.0,2,13.205096
2.0,3,13.217408
1.0,2,13.228037
0,2,13.235981
1.0,2,13.243117
1.0,2,13.316329
0,2,13.324388
0,2,13.331992
0,2,13.339418
3.0,4,13.36246
1.0,2,13.372769
1.0,2,13.38225
2.0,3,13.393942
0,2,13.401809
0,2,13.483942
0,2,13.491412
2.0,3,13.503952
1.0,2,13.510649
2.0,3,13.523403
0,2,13.534124
3.0,4,13.552845
0,2,13.568547
2.0,3,13.665774
2.0,3,13.686168
2.0,3,13.700942
0,2,13.711136
2.0,3,13.721975
0,2,13.731064
0,2,13.740745
0,2,13.749884
0,2,13.845616
0,2,13.855842
1.0,2,13.86632
2.0,3,13.884608
2.0,3,13.895806
2.0,3,13.906234
0,2,13.915238
1.0,2,13.92326
0,2,14.015721
0,2,14.023224
3.0,4,14.044004
2.0,3,14.057829
1.0,2,14.064954
0,2,14.074276
0,2,14.081258
1.0,2,14.088908
0,2,14.095731
1.0,2,14.167183
0,2,14.172973
3.0,4,14.188121
1.0,2,14.198295
1.0,2,14.207349
0,2,14.21632
0,2,14.229012
0,2,14.242744
2.0,3,14.335191
0,2,14.344406
4.0,5,14.366839
1.0,2,14.37442
0,2,14.380999
0,2,14.389736
0,2,14.39685
2.0,3,14.40749
0,2,14.47891
4.0,5,14.495883
0,2,14.503689
3.0,4,14.522696
1.0,2,14.533326
0,2,14.540533
0,2,14.552423
0,2,14.562354
0,2,14.643012
2.0,3,14.653302
2.0,3,14.668857
1.0,2,14.678005
3.0,4,14.693922
3.0,4,14.712482
1.0,2,14.724344
2.0,3,14.815496
1.0,2,14.824772
1.0,2,14.832639
1.0,2,14.842697
1.0,2,14.850976
3.0,4,14.868852
3.0,4,14.884036
0,2,14.953071
1.0,2,14.963686
2.0,3,14.977545
0,2,14.986934
3.0,4,15.0056
1.0,2,15.01409
1.0,2,15.024679
0,2,15.033242
2.0,3,15.122022
1.0,2,15.130672
1.0,2,15.141492
1.0,2,15.15094
2.0,3,15.16833
0,2,15.17949
0,2,15.187614
2.0,3,15.202821
1.0,2,15.21015
2.0,3,15.30472
2.0,3,15.318764
4.0,5,15.338977
0,2,15.348788
2.0,3,15.362857
1.0,2,15.370628
2.0,3,15.381654
0,2,15.445545
2.0,3,15.460274
1.0,2,15.470794
1.0,2,15.481795
2.0,3,15.494674
1.0,2,15.503853
0,2,15.51687
4.0,5,15.612908
0,2,15.619978
1.0,2,15.626384
2.0,3,15.639329
3.0,4,15.659831
0,2,15.670947
1.0,2,15.678415
0,2,15.68708
4.0,5,15.783779
0,2,15.791657
3.0,4,15.806377
2.0,3,15.818505
1.0,2,15.826438
0,2,15.837362
0,2,15.846886
0,2,15.861675
0,2,15.943824
1.0,2,15.954069
1.0,2,15.963049
2.0,3,15.976638
1.0,2,15.986007
1.0,2,15.99282
1.0,2,16.00029
0,2,16.007998
2.0,3,16.018296
2.0,3,16.095831
1.0,2,16.104662
2.0,3,16.118046
0,2,16.127849
0,2,16.136825
2.0,3,16.15383
0,2,16.163154
2.0,3,16.176102
2.0,3,16.254817
0,2,16.261281
0,2,16.268055
2.0,3,16.279437
0,2,16.287014
2.0,3,16.309268
2.0,3,16.32411
0,2,16.331829
0,2,16.415561
2.0,3,16.427508
0,2,16.434794
1.0,2,16.442974
1.0,2,16.451679
2.0,3,16.463315
1.0,2,16.471978
3.0,4,16.49069
1.0,2,16.560771
1.0,2,16.567374
0,2,16.582847
1.0,2,16.595272
0,2,16.60359
0,2,16.613615
0,2,16.621532
0,2,16.628769
1.0,2,16.638972
1.0,2,16.647896
1.0,2,16.729089
3.0,4,16.744435
2.0,3,16.757316
2.0,3,16.768347
2.0,3,16.7836
0,2,16.791406
0,2,16.801004
0,2,16.890302
0,2,16.897338
1.0,2,16.904365
0,2,16.913207
1.0,2,16.922402
0,2,16.930645
0,2,16.937125
0,2,16.945048
1.0,2,16.952488
3.0,4,17.033
1.0,2,17.041438
2.0,3,17.054307
4.0,5,17.076826
2.0,3,17.091953
1.0,2,17.10198
0,2,17.109936
0,2,17.1219
3.0,4,17.202834
2.0,3,17.220232
2.0,3,17.233595
1.0,2,17.240553
2.0,3,17.254722
2.0,3,17.269793
2.0,3,17.359779
3.0,4,17.375062
1.0,2,17.384554
0,2,17.396424
2.0,3,17.413937
0,2,17.426574
3.0,4,17.446095
0,2,17.455901
3.0,4,17.542429
0,2,17.550675
3.0,4,17.567776
0,2,17.577899
0,2,17.586841
0,2,17.595352
2.0,3,17.608114
0,2,17.689
0,2,17.695208
2.0,3,17.707863
1.0,2,17.715867
0,2,17.725657
2.0,3,17.741401
1.0,2,17.749759
2.0,3,17.765837
0,2,17.777287
3.0,4,17.866331
0,2,17.87604
2.0,3,17.887503
1.0,2,17.896426
0,2,17.902479
3.0,4,17.919878
1.0,2,17.929377
4.0,5,18.034665
5.0,6,18.060301
0,2,18.068915
1.0,2,18.077498
0,2,18.084275
1.0,2,18.090507
1.0,2,18.098428
3.0,4,18.175792
1.0,2,18.186436
2.0,3,18.200074
2.0,3,18.215051
3.0,4,18.231323
2.0,3,18.243709
3.0,4,18.334785
0,2,18.341755
1.0,2,18.348639
5.0,6,18.378251
1.0,2,18.387224
2.0,3,18.399837
0,2,18.405757
0,2,18.48792
0,2,18.49849
0,2,18.506527
1.0,2,18.514358
0,2,18.521693
1.0,2,18.529827
0,2,18.535768
1.0,2,18.543336
0,2,18.553335
0,2,18.564986
2.0,3,18.663176
3.0,4,18.685449
1.0,2,18.694222
0,2,18.702361
0,2,18.712878
1.0,2,18.722014
0,2,18.729259
1.0,2,18.73821
0,2,18.8081
2.0,3,18.824256
5.0,6,18.850827
0,2,18.859124
4.0,5,18.88265
0,2,18.889311
3.0,4,18.979902
1.0,2,18.989162
2.0,3,19.000978
1.0,2,19.014471
0,2,19.023805
0,2,19.034425
5.0,6,19.062589
2.0,3,19.150071
3.0,4,19.16663
1.0,2,19.175523
0,2,19.186054
2.0,3,19.198611
0,2,19.207073
1.0,2,19.215674
1.0,2,19.222261
1.0,2,19.302429
3.0,4,19.319899
0,2,19.32811
4.0,5,19.350398
2.0,3,19.366624
4.0,5,19.469205
2.0,3,19.481843
1.0,2,19.487493
1.0,2,19.494626
1.0,2,19.501942
0,2,19.509668
1.0,2,19.519217
2.0,3,19.531719
0,2,19.550597
2.0,3,19.641473
4.0,5,19.66193
1.0,2,19.670185
1.0,2,19.679851
2.0,3,19.693449
1.0,2,19.702047
0,2,19.709099
1.0,2,19.719336
0,2,19.802928
1.0,2,19.811293
4.0,5,19.832205
0,2,19.841333
2.0,3,19.857424
1.0,2,19.867097
1.0,2,19.876767
0,2,19.885391
0,2,19.963162
2.0,3,19.976276
1.0,2,19.98456
3.0,4,20.001195
0,2,20.010608
2.0,3,20.02288
0,2,20.031288
0,2,20.040492
3.0,4,20.122478
2.0,3,20.139542
0,2,20.146991
0,2,20.156893
1.0,2,20.165844
1.0,2,20.173354
0,2,20.181663
2.0,3,20.193224
0,2,20.278256
1.0,2,20.285862
2.0,3,20.298926
3.0,4,20.314859
0,2,20.322896
3.0,4,20.344763
4.0,5,20.448191
2.0,3,20.46231
1.0,2,20.471895
1.0,2,20.48064
0,2,20.488537
0,2,20.497278
0,2,20.50546
0,2,20.514511
2.0,3,20.525467
2.0,3,20.602755
3.0,4,20.624159
1.0,2,20.634482
2.0,3,20.648747
3.0,4,20.665401
2.0,3,20.676912
0,2,20.748886
2.0,3,20.757973
0,2,20.765411
5.0,6,20.801835
2.0,3,20.812795
0,2,20.821292
1.0,2,20.829553
2.0,3,20.914599
3.0,4,20.927722
1.0,2,20.935707
4.0,5,20.957454
0,2,20.965608
0,2,20.979233
2.0,3,20.991444
1.0,2,21.073948
0,2,21.080713
0,2,21.087398
4.0,5,21.10773
0,2,21.114507
2.0,3,21.125527
1.0,2,21.134173
4.0,5,21.221799
1.0,2,21.229795
3.0,4,21.248521
1.0,2,21.258059
2.0,3,21.27295
2.0,3,21.285601
0,2,21.293892
2.0,3,21.376688
1.0,2,21.382563
5.0,6,21.404514
0,2,21.411731
0,2,21.419853
0,2,21.432147
1.0,2,21.440879
0,2,21.451063
2.0,3,21.539377
0,2,21.547688
3.0,4,21.564546
3.0,4,21.580275
1.0,2,21.588916
1.0,2,21.594547
1.0,2,21.601455
0,2,21.665336
1.0,2,21.677262
1.0,2,21.688009
3.0,4,21.707385
3.0,4,21.72189
0,2,21.731003
2.0,3,21.743932
0,2,21.751873
0,2,21.831678
1.0,2,21.838442
1.0,2,21.847326
0,2,21.855577
1.0,2,21.868353
4.0,5,21.889644
0,2,21.897872
1.0,2,21.906218
0,2,21.995539
4.0,5,22.018567
2.0,3,22.028018
0,2,22.035284
1.0,2,22.044954
2.0,3,22.059406
0,2,22.071198
4.0,5,22.168615
1.0,2,22.176788
3.0,4,22.196636
1.0,2,22.204795
2.0,3,22.216509
4.0,5,22.238533
1.0,2,22.310482
0,2,22.31908
0,2,22.326606
0,2,22.334984
1.0,2,22.342813
4.0,5,22.363545
0,2,22.372607
0,2,22.383312
2.0,3,22.475309
0,2,22.484309
0,2,22.491992
2.0,3,22.503071
3.0,4,22.519036
2.0,3,22.531305
1.0,2,22.53928
2.0,3,22.557899
0,2,22.646331
0,2,22.652976
3.0,4,22.668977
3.0,4,22.685544
1.0,2,22.693864
0,2,22.701283
2.0,3,22.712316
0,2,22.788344
0,2,22.796164
1.0,2,22.806527
3.0,4,22.821874
1.0,2,22.830438
0,2,22.83817
0,2,22.847168
2.0,3,22.861082
2.0,3,22.951401
2.0,3,22.966843
4.0,5,22.988672
0,2,22.999911
1.0,2,23.00885
2.0,3,23.021114
0,2,23.033361
1.0,2,23.045952
0,2,23.130938
0,2,23.139107
0,2,23.149512
1.0,2,23.157235
0,2,23.164554
3.0,4,23.182995
1.0,2,23.191331
3.0,4,23.206748
0,2,23.276271
5.0,6,23.300491
1.0,2,23.311291
0,2,23.321795
2.0,3,23.334957
0,2,23.346546
2.0,3,23.361024
0,2,23.443034
3.0,4,23.458086
2.0,3,23.46906
2.0,3,23.483847
5.0,6,23.507411
0,2,23.515193
0,2,23.597298
2.0,3,23.608592
4.0,5,23.628891
3.0,4,23.644506
0,2,23.652655
3.0,4,23.670224
2.0,3,23.744586
0,2,23.752494
2.0,3,23.772029
2.0,3,23.789803
1.0,2,23.796833
1.0,2,23.80389
2.0,3,23.816509
1.0,2,23.825659
5.0,6,23.917943
0,2,23.926884
2.0,3,23.940503
0,2,23.949625
1.0,2,23.957833
0,2,23.965149
1.0,2,23.97159
3.0,4,24.053454
0,2,24.060887
1.0,2,24.068458
3.0,4,24.087353
2.0,3,24.099846
0,2,24.107508
0,2,24.117183
2.0,3,24.210437
1.0,2,24.21884
3.0,4,24.234014
0,2,24.241327
1.0,2,24.250229
1.0,2,24.257224
5.0,6,24.289678
0,2,24.376576
0,2,24.386013
1.0,2,24.396047
0,2,24.404635
0,2,24.412426
0,2,24.420337
0,2,24.427294
0,2,24.43386
1.0,2,24.444239
1.0,2,24.454315
0,2,24.544382
2.0,3,24.557079
0,2,24.564947
3.0,4,24.578903
1.0,2,24.587299
0,2,24.596537
1.0,2,24.60314
1.0,2,24.610285
1.0,2,24.617377
0,2,24.691631
2.0,3,24.704123
2.0,3,24.718794
2.0,3,24.732267
2.0,3,24.745142
1.0,2,24.753613
2.0,3,24.764695
0,2,24.843001
2.0,3,24.85326
1.0,2,24.860873
1.0,2,24.869843
0,2,24.876831
2.0,3,24.888936
1.0,2,24.896266
2.0,3,24.908779
1.0,2,24.916326
2.0,3,24.994955
1.0,2,25.00425
1.0,2,25.012311
0,2,25.020551
5.0,6,25.045298
1.0,2,25.054638
1.0,2,25.063127
1.0,2,25.137344
0,2,25.143406
2.0,3,25.152552
0,2,25.160117
1.0,2,25.167329
1.0,2,25.177805
3.0,4,25.197884
0,2,25.204685
4.0,5,25.301385
2.0,3,25.313906
0,2,25.32132
2.0,3,25.331601
4.0,5,25.35182
0,2,25.359615
1.0,2,25.370363
0,2,25.456192
3.0,4,25.470829
0,2,25.477315
1.0,2,25.485154
0,2,25.494055
2.0,3,25.509506
3.0,4,25.525798
1.0,2,25.599642
1.0,2,25.6068
3.0,4,25.624989
2.0,3,25.639297
0,2,25.656124
1.0,2,25.664801
1.0,2,25.673762
0,2,25.681037
4.0,5,25.773915
2.0,3,25.785985
1.0,2,25.793093
1.0,2,25.799774
0,2,25.806909
0,2,25.812714
0,2,25.821051
5.0,6,25.923364
3.0,4,25.941189
4.0,5,25.964775
4.0,5,25.984998
1.0,2,25.993693
0,2,26.00143
2.0,3,26.071877
0,2,26.078757
4.0,5,26.109468
0,2,26.118031
1.0,2,26.12672
0,2,26.136317
1.0,2,26.147016
2.0,3,26.234391
1.0,2,26.240813
1.0,2,26.247284
1.0,2,26.253885
5.0,6,26.278432
1.0,2,26.286695
0,2,26.29454
2.0,3,26.306541
3.0,4,26.391065
1.0,2,26.399792
2.0,3,26.412796
2.0,3,26.427084
1.0,2,26.436292
1.0,2,26.445483
1.0,2,26.454128
0,2,26.462559
1.0,2,26.543622
1.0,2,26.550258
0,2,26.562524
1.0,2,26.571244
6.0,7,26.598519
0,2,26.607165
2.0,3,26.618203
4.0,5,26.709122
1.0,2,26.716864
0,2,26.723322
1.0,2,26.731111
0,2,26.739286
0,2,26.747752
0,2,26.758343
0,2,26.766638
2.0,3,26.853236
1.0,2,26.860416
0,2,26.869238
3.0,4,26.886934
2.0,3,26.897916
0,2,26.908287
2.0,3,26.918793
0,2,26.925136
2.0,3,27.000397
1.0,2,27.008983
2.0,3,27.025111
4.0,5,27.044533
3.0,4,27.058635
1.0,2,27.066018
1.0,2,27.144946
0,2,27.151052
0,2,27.156889
3.0,4,27.170527
1.0,2,27.176892
2.0,3,27.197145
2.0,3,27.213912
1.0,2,27.22159
1.0,2,27.306088
1.0,2,27.313875
0,2,27.321474
0,2,27.330226
3.0,4,27.348995
3.0,4,27.373732
1.0,2,27.380831
1.0,2,27.389675
1.0,2,27.457774
1.0,2,27.464117
1.0,2,27.477936
1.0,2,27.4898
2.0,3,27.501339
0,2,27.511311
2.0,3,27.523288
2.0,3,27.535979
1.0,2,27.54424
0,2,27.624171
5.0,6,27.646343
2.0,3,27.659683
0,2,27.67138
0,2,27.68188
