#{"t_start": 1514340648.9307258, "gym_version": "0.9.3", "env_id": "ddrp_options-v0"}
r,l,t
1.0,2,9.238513
0,2,9.248687
1.0,2,9.257055
1.0,2,9.265982
2.0,3,9.27816
2.0,3,9.291005
3.0,4,9.307386
1.0,2,9.381887
0,2,9.39278
0,2,9.401402
0,2,9.413409
0,2,9.423454
2.0,3,9.437057
1.0,2,9.445785
4.0,5,9.473444
3.0,4,9.566952
2.0,3,9.582506
2.0,3,9.595631
0,2,9.603163
5.0,6,9.629984
2.0,3,9.64168
0,2,9.715027
0,2,9.721968
0,2,9.731414
0,2,9.741756
1.0,2,9.751749
1.0,2,9.762651
2.0,3,9.776829
1.0,2,9.786164
0,2,9.792987
3.0,4,9.883745
1.0,2,9.893155
2.0,3,9.903586
1.0,2,9.911882
0,2,9.925094
1.0,2,9.934768
2.0,3,9.950466
1.0,2,9.958949
0,2,10.045546
2.0,3,10.058604
0,2,10.066769
0,2,10.075465
3.0,4,10.095436
1.0,2,10.105245
2.0,3,10.119049
0,2,10.134506
1.0,2,10.223347
1.0,2,10.236514
0,2,10.249245
0,2,10.260346
0,2,10.269231
2.0,3,10.281054
0,2,10.288606
2.0,3,10.299618
1.0,2,10.306483
0,2,10.394894
0,2,10.404816
1.0,2,10.415673
2.0,3,10.427805
2.0,3,10.441081
1.0,2,10.448076
0,2,10.456683
0,2,10.466786
0,2,10.474864
1.0,2,10.551162
1.0,2,10.561316
3.0,4,10.579071
0,2,10.591033
1.0,2,10.602669
3.0,4,10.623937
1.0,2,10.633132
0,2,10.641526
1.0,2,10.725926
1.0,2,10.737491
1.0,2,10.74604
1.0,2,10.752426
1.0,2,10.760958
0,2,10.767867
6.0,7,10.806951
2.0,3,10.898513
1.0,2,10.908103
2.0,3,10.921379
1.0,2,10.932588
0,2,10.946262
2.0,3,10.961598
2.0,3,10.974565
0,2,10.988647
1.0,2,10.99681
1.0,2,11.082892
3.0,4,11.097995
0,2,11.104967
1.0,2,11.114399
0,2,11.121655
1.0,2,11.129743
2.0,3,11.142759
2.0,3,11.153151
2.0,3,11.243995
0,2,11.252445
1.0,2,11.262068
1.0,2,11.269829
0,2,11.277997
0,2,11.288028
3.0,4,11.304878
3.0,4,11.384944
0,2,11.396314
2.0,3,11.409446
1.0,2,11.416772
3.0,4,11.432326
1.0,2,11.440484
3.0,4,11.457196
0,2,11.466678
2.0,3,11.548723
0,2,11.556521
0,2,11.566939
0,2,11.573259
1.0,2,11.582589
0,2,11.592266
5.0,6,11.626259
1.0,2,11.716198
0,2,11.723727
0,2,11.731391
2.0,3,11.742672
1.0,2,11.751043
2.0,3,11.762473
2.0,3,11.771688
0,2,11.781498
1.0,2,11.791731
2.0,3,11.876586
2.0,3,11.889672
1.0,2,11.895745
1.0,2,11.903714
0,2,11.912777
1.0,2,11.920341
3.0,4,11.936552
2.0,3,12.00647
0,2,12.01863
0,2,12.027572
4.0,5,12.050019
2.0,3,12.061458
1.0,2,12.070353
3.0,4,12.086701
1.0,2,12.167129
0,2,12.172513
1.0,2,12.179709
3.0,4,12.196504
0,2,12.208055
4.0,5,12.230567
2.0,3,12.24683
1.0,2,12.332148
5.0,6,12.35552
0,2,12.364109
0,2,12.379656
0,2,12.387256
2.0,3,12.397321
2.0,3,12.408
0,2,12.49134
0,2,12.499761
0,2,12.508497
0,2,12.517689
0,2,12.524572
1.0,2,12.534015
2.0,3,12.545802
0,2,12.555978
2.0,3,12.567616
1.0,2,12.641493
0,2,12.648204
1.0,2,12.654776
1.0,2,12.667666
1.0,2,12.679342
1.0,2,12.689368
1.0,2,12.699422
0,2,12.707947
0,2,12.716071
2.0,3,12.729264
1.0,2,12.813872
0,2,12.820833
0,2,12.832444
0,2,12.840381
2.0,3,12.851861
2.0,3,12.872581
2.0,3,12.884744
4.0,5,12.984777
0,2,12.992577
2.0,3,13.006125
0,2,13.012803
2.0,3,13.022125
1.0,2,13.029007
0,2,13.03522
1.0,2,13.047885
0,2,13.057893
1.0,2,13.140186
3.0,4,13.155457
0,2,13.162359
1.0,2,13.172365
1.0,2,13.180439
1.0,2,13.190766
1.0,2,13.199472
0,2,13.207183
1.0,2,13.215713
6.0,7,13.30785
3.0,4,13.329425
0,2,13.340492
2.0,3,13.354757
0,2,13.363676
1.0,2,13.371994
6.0,7,13.4721
3.0,4,13.487295
0,2,13.497275
1.0,2,13.507267
0,2,13.516449
2.0,3,13.536988
3.0,4,13.641416
0,2,13.655077
0,2,13.665994
1.0,2,13.674506
3.0,4,13.69124
2.0,3,13.706032
0,2,13.713958
0,2,13.80836
0,2,13.818725
1.0,2,13.830005
0,2,13.839043
0,2,13.850825
0,2,13.860398
1.0,2,13.868627
0,2,13.874752
1.0,2,13.88373
1.0,2,13.892431
3.0,4,13.991848
0,2,14.003926
4.0,5,14.024469
0,2,14.032675
2.0,3,14.045919
1.0,2,14.053214
0,2,14.060969
2.0,3,14.135217
1.0,2,14.142094
1.0,2,14.14972
1.0,2,14.156783
0,2,14.166606
1.0,2,14.17591
0,2,14.183334
0,2,14.195886
1.0,2,14.211388
0,2,14.223842
3.0,4,14.316256
0,2,14.327586
0,2,14.335356
1.0,2,14.343018
0,2,14.35007
0,2,14.357779
2.0,3,14.368568
1.0,2,14.37703
1.0,2,14.448436
2.0,3,14.45796
2.0,3,14.468737
1.0,2,14.477517
4.0,5,14.500824
1.0,2,14.511239
1.0,2,14.521111
1.0,2,14.531696
0,2,14.609987
2.0,3,14.622693
0,2,14.631314
0,2,14.641577
2.0,3,14.653612
0,2,14.662517
2.0,3,14.67406
0,2,14.68347
2.0,3,14.778322
0,2,14.789334
2.0,3,14.802077
0,2,14.812092
0,2,14.820264
1.0,2,14.829203
1.0,2,14.836842
2.0,3,14.848511
1.0,2,14.855873
2.0,3,14.930738
2.0,3,14.945997
2.0,3,14.960355
2.0,3,14.975103
2.0,3,14.987638
2.0,3,14.999243
0,2,15.011808
0,2,15.0955
1.0,2,15.104588
1.0,2,15.115929
2.0,3,15.131787
1.0,2,15.14192
3.0,4,15.162225
3.0,4,15.179611
0,2,15.269621
1.0,2,15.277479
5.0,6,15.303113
1.0,2,15.312595
0,2,15.323316
0,2,15.331504
3.0,4,15.346076
2.0,3,15.414048
3.0,4,15.434276
2.0,3,15.448673
0,2,15.458032
0,2,15.468831
0,2,15.480333
0,2,15.488554
0,2,15.497507
1.0,2,15.582227
3.0,4,15.59487
0,2,15.603974
2.0,3,15.615266
1.0,2,15.628299
0,2,15.63946
1.0,2,15.64692
0,2,15.655557
0,2,15.663765
1.0,2,15.748659
2.0,3,15.758823
0,2,15.767486
0,2,15.774735
1.0,2,15.783683
2.0,3,15.795399
2.0,3,15.810705
1.0,2,15.82024
0,2,15.908596
0,2,15.918419
3.0,4,15.937393
1.0,2,15.946294
0,2,15.953837
0,2,15.960922
1.0,2,15.969182
1.0,2,15.975253
3.0,4,16.058012
3.0,4,16.073798
3.0,4,16.090772
3.0,4,16.113904
1.0,2,16.123089
2.0,3,16.136989
4.0,5,16.223282
1.0,2,16.229792
1.0,2,16.23669
1.0,2,16.245142
0,2,16.252731
1.0,2,16.259959
0,2,16.277999
1.0,2,16.28808
0,2,16.29666
3.0,4,16.387713
1.0,2,16.396034
1.0,2,16.403394
3.0,4,16.421098
3.0,4,16.435564
1.0,2,16.444204
3.0,4,16.525889
2.0,3,16.536266
0,2,16.551583
0,2,16.563545
0,2,16.574151
0,2,16.581509
0,2,16.589432
0,2,16.598053
2.0,3,16.610834
2.0,3,16.697452
5.0,6,16.722034
2.0,3,16.732768
2.0,3,16.74687
2.0,3,16.759926
0,2,16.769981
6.0,7,16.87712
0,2,16.886699
1.0,2,16.895923
2.0,3,16.905669
1.0,2,16.913512
3.0,4,16.92988
1.0,2,17.001739
0,2,17.009959
1.0,2,17.018592
0,2,17.026724
0,2,17.036207
1.0,2,17.046156
3.0,4,17.066413
1.0,2,17.075282
1.0,2,17.082993
0,2,17.161496
4.0,5,17.180047
2.0,3,17.197857
0,2,17.205251
0,2,17.212884
0,2,17.224037
1.0,2,17.233991
0,2,17.241446
2.0,3,17.331488
2.0,3,17.342607
4.0,5,17.371803
2.0,3,17.39037
1.0,2,17.399388
0,2,17.409645
1.0,2,17.419774
0,2,17.496446
1.0,2,17.504086
2.0,3,17.519123
2.0,3,17.531396
2.0,3,17.546324
2.0,3,17.560201
2.0,3,17.573102
3.0,4,17.660218
1.0,2,17.66748
0,2,17.675931
0,2,17.684159
2.0,3,17.699272
4.0,5,17.725184
2.0,3,17.74034
0,2,17.822872
1.0,2,17.831752
0,2,17.839983
1.0,2,17.847223
3.0,4,17.863742
2.0,3,17.876226
5.0,6,17.903686
2.0,3,17.998245
2.0,3,18.01311
2.0,3,18.02566
2.0,3,18.038105
0,2,18.046071
3.0,4,18.059042
3.0,4,18.137652
0,2,18.145211
4.0,5,18.169312
1.0,2,18.177167
3.0,4,18.194891
2.0,3,18.207863
2.0,3,18.295734
3.0,4,18.310175
1.0,2,18.316954
1.0,2,18.328786
1.0,2,18.336741
2.0,3,18.350469
2.0,3,18.363258
2.0,3,18.37469
2.0,3,18.461968
0,2,18.47093
0,2,18.478061
0,2,18.486045
2.0,3,18.496768
1.0,2,18.503906
0,2,18.511689
0,2,18.521546
2.0,3,18.6217
1.0,2,18.631289
2.0,3,18.648809
2.0,3,18.662614
0,2,18.671531
0,2,18.682193
2.0,3,18.6945
0,2,18.701942
4.0,5,18.7875
0,2,18.798893
0,2,18.806482
2.0,3,18.819291
0,2,18.827791
1.0,2,18.837999
0,2,18.846068
1.0,2,18.854072
2.0,3,18.941051
2.0,3,18.952856
0,2,18.962754
0,2,18.969365
0,2,18.982356
0,2,18.994309
2.0,3,19.005775
1.0,2,19.014911
0,2,19.024108
0,2,19.110695
3.0,4,19.127634
0,2,19.136015
0,2,19.143969
0,2,19.15447
2.0,3,19.168105
2.0,3,19.179862
0,2,19.187933
2.0,3,19.273066
0,2,19.280636
0,2,19.289354
1.0,2,19.297578
0,2,19.307663
0,2,19.313765
1.0,2,19.327663
0,2,19.334988
1.0,2,19.346868
3.0,4,19.441399
4.0,5,19.459707
1.0,2,19.466842
1.0,2,19.473804
0,2,19.48294
1.0,2,19.493259
1.0,2,19.500274
0,2,19.518624
0,2,19.605576
2.0,3,19.617652
0,2,19.625527
1.0,2,19.635418
2.0,3,19.649188
2.0,3,19.662066
1.0,2,19.671055
2.0,3,19.682797
1.0,2,19.766839
2.0,3,19.778645
0,2,19.787416
2.0,3,19.801088
1.0,2,19.81156
1.0,2,19.819275
2.0,3,19.836874
1.0,2,19.846291
0,2,19.855128
1.0,2,19.932232
2.0,3,19.946462
1.0,2,19.953627
1.0,2,19.962752
0,2,19.970214
2.0,3,19.9823
2.0,3,19.996091
2.0,3,20.008098
1.0,2,20.084623
5.0,6,20.111666
0,2,20.119998
1.0,2,20.130374
0,2,20.138589
0,2,20.146003
1.0,2,20.154303
3.0,4,20.246849
1.0,2,20.254276
4.0,5,20.275185
1.0,2,20.283688
2.0,3,20.295431
2.0,3,20.313742
0,2,20.322821
0,2,20.412651
5.0,6,20.440985
0,2,20.448504
1.0,2,20.456745
0,2,20.465575
0,2,20.473751
2.0,3,20.485627
4.0,5,20.570762
0,2,20.580332
0,2,20.592799
1.0,2,20.603281
3.0,4,20.620666
1.0,2,20.628476
0,2,20.638153
0,2,20.645144
2.0,3,20.720427
1.0,2,20.726641
1.0,2,20.733908
0,2,20.747736
1.0,2,20.760226
2.0,3,20.774282
0,2,20.781304
0,2,20.789498
0,2,20.798143
4.0,5,20.890253
0,2,20.897983
0,2,20.904197
0,2,20.911109
0,2,20.920184
0,2,20.929919
3.0,4,20.953858
1.0,2,20.959983
0,2,21.043134
4.0,5,21.060992
2.0,3,21.071832
2.0,3,21.083467
3.0,4,21.098563
0,2,21.106849
4.0,5,21.194001
2.0,3,21.208487
0,2,21.215693
3.0,4,21.236832
1.0,2,21.246725
2.0,3,21.259058
0,2,21.26634
3.0,4,21.35219
0,2,21.358356
2.0,3,21.369734
0,2,21.376467
3.0,4,21.395464
1.0,2,21.405957
2.0,3,21.42
0,2,21.504529
0,2,21.511745
4.0,5,21.532432
1.0,2,21.540651
2.0,3,21.553198
1.0,2,21.559973
2.0,3,21.570143
0,2,21.634075
3.0,4,21.65722
2.0,3,21.6693
1.0,2,21.678919
2.0,3,21.689776
0,2,21.700196
2.0,3,21.712396
2.0,3,21.794952
3.0,4,21.812172
1.0,2,21.820551
0,2,21.827895
3.0,4,21.848896
1.0,2,21.858019
2.0,3,21.869761
4.0,5,21.972945
4.0,5,21.993708
1.0,2,22.000189
1.0,2,22.008636
2.0,3,22.023121
2.0,3,22.037023
1.0,2,22.048455
0,2,22.131503
3.0,4,22.149315
0,2,22.160152
0,2,22.169543
2.0,3,22.182022
4.0,5,22.201742
1.0,2,22.21294
0,2,22.281236
1.0,2,22.291536
1.0,2,22.298997
0,2,22.306831
0,2,22.315937
0,2,22.323002
2.0,3,22.33669
0,2,22.34473
3.0,4,22.444931
0,2,22.45119
0,2,22.460413
0,2,22.468404
3.0,4,22.484327
3.0,4,22.499604
4.0,5,22.52519
0,2,22.614971
3.0,4,22.630605
1.0,2,22.63768
0,2,22.646692
0,2,22.653961
0,2,22.662284
1.0,2,22.669648
5.0,6,22.759683
0,2,22.769099
0,2,22.778391
3.0,4,22.795548
0,2,22.803312
0,2,22.810992
2.0,3,22.824947
2.0,3,22.839515
6.0,7,22.949083
1.0,2,22.957139
3.0,4,22.977386
0,2,22.984744
3.0,4,23.006869
1.0,2,23.095765
0,2,23.104574
1.0,2,23.113906
1.0,2,23.122416
1.0,2,23.130098
0,2,23.138237
3.0,4,23.156002
0,2,23.164441
1.0,2,23.171301
0,2,23.241529
1.0,2,23.247984
1.0,2,23.256029
3.0,4,23.275386
2.0,3,23.290322
1.0,2,23.299277
0,2,23.309639
0,2,23.321582
3.0,4,23.411641
0,2,23.418654
3.0,4,23.433512
0,2,23.444248
0,2,23.45334
0,2,23.461957
5.0,6,23.483829
0,2,23.56565
2.0,3,23.578698
2.0,3,23.589598
2.0,3,23.600866
4.0,5,23.621049
2.0,3,23.634272
2.0,3,23.709661
2.0,3,23.721961
1.0,2,23.736597
0,2,23.746822
0,2,23.757539
2.0,3,23.769273
0,2,23.776923
1.0,2,23.785133
1.0,2,23.794196
1.0,2,23.873009
2.0,3,23.88341
0,2,23.8905
1.0,2,23.899451
0,2,23.90903
2.0,3,23.923289
1.0,2,23.930629
2.0,3,23.939695
0,2,24.015058
2.0,3,24.025956
0,2,24.033692
2.0,3,24.047487
0,2,24.056516
3.0,4,24.071638
2.0,3,24.086129
2.0,3,24.178496
2.0,3,24.192653
2.0,3,24.203206
0,2,24.210227
0,2,24.219686
3.0,4,24.241047
3.0,4,24.258365
3.0,4,24.354458
0,2,24.365084
1.0,2,24.373265
2.0,3,24.385869
0,2,24.392149
0,2,24.399177
2.0,3,24.412569
4.0,5,24.516129
1.0,2,24.525034
0,2,24.533525
3.0,4,24.547965
1.0,2,24.55575
1.0,2,24.56543
0,2,24.571811
4.0,5,24.657145
0,2,24.665377
1.0,2,24.67243
3.0,4,24.692376
2.0,3,24.705143
3.0,4,24.722276
2.0,3,24.733196
1.0,2,24.811819
1.0,2,24.818538
1.0,2,24.825636
0,2,24.835162
1.0,2,24.842354
3.0,4,24.857273
1.0,2,24.865762
2.0,3,24.877643
1.0,2,24.884639
2.0,3,24.963368
1.0,2,24.973191
0,2,24.980638
0,2,24.989489
2.0,3,25.002183
1.0,2,25.010681
1.0,2,25.019341
0,2,25.027218
2.0,3,25.105756
1.0,2,25.111869
3.0,4,25.125029
2.0,3,25.136365
2.0,3,25.15221
0,2,25.161073
3.0,4,25.178355
4.0,5,25.274095
0,2,25.282271
0,2,25.289802
3.0,4,25.30457
1.0,2,25.311711
3.0,4,25.328168
1.0,2,25.342046
2.0,3,25.427363
0,2,25.434885
2.0,3,25.446377
0,2,25.453979
4.0,5,25.477924
0,2,25.485616
2.0,3,25.498408
0,2,25.571706
0,2,25.578523
0,2,25.590085
0,2,25.600525
1.0,2,25.607917
1.0,2,25.621825
2.0,3,25.638258
1.0,2,25.645076
0,2,25.654647
1.0,2,25.736225
3.0,4,25.750337
1.0,2,25.757399
0,2,25.765236
4.0,5,25.781931
4.0,5,25.800365
1.0,2,25.887969
1.0,2,25.895828
0,2,25.90402
1.0,2,25.914459
0,2,25.925973
1.0,2,25.934336
2.0,3,25.946224
1.0,2,25.953249
1.0,2,25.963241
2.0,3,26.034871
2.0,3,26.043404
2.0,3,26.062252
4.0,5,26.08756
0,2,26.096234
1.0,2,26.105442
0,2,26.114838
1.0,2,26.123466
1.0,2,26.205612
0,2,26.212338
2.0,3,26.222981
3.0,4,26.23836
3.0,4,26.254595
3.0,4,26.271056
0,2,26.349337
0,2,26.355978
0,2,26.362381
0,2,26.372857
3.0,4,26.390544
3.0,4,26.409476
1.0,2,26.41769
2.0,3,26.431516
2.0,3,26.515857
0,2,26.524493
0,2,26.536455
0,2,26.543395
1.0,2,26.551663
0,2,26.558604
1.0,2,26.567953
0,2,26.574498
2.0,3,26.587651
1.0,2,26.668445
0,2,26.674307
2.0,3,26.685978
0,2,26.691809
3.0,4,26.70853
1.0,2,26.716092
3.0,4,26.735154
0,2,26.818054
0,2,26.825867
0,2,26.832939
0,2,26.843695
1.0,2,26.85094
1.0,2,26.859674
0,2,26.86762
0,2,26.875372
0,2,26.883785
3.0,4,26.959153
2.0,3,26.973411
1.0,2,26.981233
2.0,3,26.9977
0,2,27.005843
3.0,4,27.019993
2.0,3,27.030743
1.0,2,27.038615
1.0,2,27.116853
0,2,27.122253
6.0,7,27.146115
1.0,2,27.158645
0,2,27.170726
0,2,27.179258
1.0,2,27.18911
0,2,27.274348
3.0,4,27.290504
1.0,2,27.298601
1.0,2,27.307565
0,2,27.317523
2.0,3,27.337102
1.0,2,27.346113
0,2,27.353995
2.0,3,27.427095
2.0,3,27.438224
0,2,27.452359
1.0,2,27.462431
1.0,2,27.470901
0,2,27.478423
3.0,4,27.496046
0,2,27.505033
0,2,27.513627
3.0,4,27.599766
0,2,27.606797
4.0,5,27.628463
5.0,6,27.662994
4.0,5,27.759547
2.0,3,27.771074
0,2,27.779973
0,2,27.788509
1.0,2,27.795508
3.0,4,27.81126
3.0,4,27.827297
0,2,27.890837
0,2,27.897138
4.0,5,27.917578
2.0,3,27.930242
2.0,3,27.941973
2.0,3,27.954426
4.0,5,28.046721
1.0,2,28.055405
